sent,tags,parse
"Almost everywhere these preferred FAO strategies have been implemented , unfortunately , they have proved to be both inefficient and unnecessarily expensive ; in fact , by wasting scarce resources , they may actually have reduced rather than improved nutritional security for the populations subject to them .","Almost/RB everywhere/RB these/DT preferred/JJ FAO/NNP strategies/NNS have/VBP been/VBN implemented/VBN ,/, unfortunately/RB ,/, they/PRP have/VBP proved/VBN to/TO be/VB both/DT inefficient/JJ and/CC unnecessarily/RB expensive/JJ ;/: in/IN fact/NN ,/, by/IN wasting/VBG scarce/JJ resources/NNS ,/, they/PRP may/MD actually/RB have/VB reduced/VBN rather/RB than/IN improved/VBN nutritional/JJ security/NN for/IN the/DT populations/NNS subject/JJ to/TO them/PRP ./."," advmod(everywhere-2, Almost-1) advmod(implemented-9, everywhere-2) det(strategies-6, these-3) amod(strategies-6, preferred-4) compound(strategies-6, FAO-5) nsubjpass(implemented-9, strategies-6) aux(implemented-9, have-7) auxpass(implemented-9, been-8) root(ROOT-0, implemented-9) advmod(proved-15, unfortunately-11) nsubj(proved-15, they-13) nsubj(inefficient-19, they-13) nsubj(expensive-22, they-13) aux(proved-15, have-14) parataxis(implemented-9, proved-15) mark(inefficient-19, to-16) cop(inefficient-19, be-17) cc:preconj(inefficient-19, both-18) xcomp(proved-15, inefficient-19) cc(inefficient-19, and-20) advmod(expensive-22, unnecessarily-21) xcomp(proved-15, expensive-22) conj:and(inefficient-19, expensive-22) case(fact-25, in-24) nmod:in(inefficient-19, fact-25) mark(wasting-28, by-27) advcl(proved-15, wasting-28) amod(resources-30, scarce-29) dobj(wasting-28, resources-30) nsubj(reduced-36, they-32) aux(reduced-36, may-33) advmod(reduced-36, actually-34) aux(reduced-36, have-35) parataxis(implemented-9, reduced-36) case(security-41, rather-37) mwe(rather-37, than-38) amod(security-41, improved-39) amod(security-41, nutritional-40) nmod:rather_than(reduced-36, security-41) case(populations-44, for-42) det(populations-44, the-43) nmod:for(security-41, populations-44) amod(populations-44, subject-45) case(them-47, to-46) nmod:to(subject-45, them-47)  "
I do not want to go into the technicalities because we would be wasting time there .,I/PRP do/VBP not/RB want/VB to/TO go/VB into/IN the/DT technicalities/NNS because/IN we/PRP would/MD be/VB wasting/VBG time/NN there/RB ./.," nsubj(want-4, I-1) nsubj(go-6, I-1) aux(want-4, do-2) neg(want-4, not-3) root(ROOT-0, want-4) mark(go-6, to-5) xcomp(want-4, go-6) case(technicalities-9, into-7) det(technicalities-9, the-8) nmod:into(go-6, technicalities-9) mark(wasting-14, because-10) nsubj(wasting-14, we-11) aux(wasting-14, would-12) aux(wasting-14, be-13) advcl(go-6, wasting-14) dobj(wasting-14, time-15) advmod(wasting-14, there-16)  "
"Primary care providers should analyze the medical office 's day-to-day operations to streamline redundant work processes , reduce complexity , and eliminate time-wasting tasks .","Primary/JJ care/NN providers/NNS should/MD analyze/VB the/DT medical/JJ office/NN 's/POS day-to-day/JJ operations/NNS to/TO streamline/VB redundant/JJ work/NN processes/NNS ,/, reduce/VB complexity/NN ,/, and/CC eliminate/VB time-wasting/JJ tasks/NNS ./."," amod(providers-3, Primary-1) compound(providers-3, care-2) nsubj(analyze-5, providers-3) aux(analyze-5, should-4) root(ROOT-0, analyze-5) det(office-8, the-6) amod(office-8, medical-7) nmod:poss(operations-11, office-8) case(office-8, 's-9) amod(operations-11, day-to-day-10) dobj(analyze-5, operations-11) mark(streamline-13, to-12) advcl(analyze-5, streamline-13) amod(processes-16, redundant-14) compound(processes-16, work-15) dobj(streamline-13, processes-16) advcl(analyze-5, reduce-18) conj:and(streamline-13, reduce-18) dobj(reduce-18, complexity-19) cc(streamline-13, and-21) advcl(analyze-5, eliminate-22) conj:and(streamline-13, eliminate-22) amod(tasks-24, time-wasting-23) dobj(eliminate-22, tasks-24)  "
"You 're not wasting seed , and you 're getting those divots filled fast . ""","You/PRP 're/VBP not/RB wasting/VBG seed/NN ,/, and/CC you/PRP 're/VBP getting/VBG those/DT divots/NNS filled/VBN fast/RB ./. ''/''"," nsubj(wasting-4, You-1) aux(wasting-4, 're-2) neg(wasting-4, not-3) root(ROOT-0, wasting-4) dobj(wasting-4, seed-5) cc(wasting-4, and-7) nsubj(getting-10, you-8) aux(getting-10, 're-9) conj:and(wasting-4, getting-10) det(divots-12, those-11) dobj(getting-10, divots-12) acl(divots-12, filled-13) advmod(filled-13, fast-14)  "
"Eventually , the chairman curtailed it , rebuking the United States for wasting time .","Eventually/RB ,/, the/DT chairman/NN curtailed/VBD it/PRP ,/, rebuking/VBG the/DT United/NNP States/NNPS for/IN wasting/NN time/NN ./."," advmod(curtailed-5, Eventually-1) det(chairman-4, the-3) nsubj(curtailed-5, chairman-4) root(ROOT-0, curtailed-5) dobj(curtailed-5, it-6) advcl(curtailed-5, rebuking-8) det(States-11, the-9) compound(States-11, United-10) dobj(rebuking-8, States-11) case(time-14, for-12) compound(time-14, wasting-13) nmod:for(rebuking-8, time-14)  "
"Printing options , such as the number of copies , number of copies under the printing display , or aborting printing without wasting more braille , are included .","Printing/VBG options/NNS ,/, such/JJ as/IN the/DT number/NN of/IN copies/NNS ,/, number/NN of/IN copies/NNS under/IN the/DT printing/NN display/NN ,/, or/CC aborting/VBG printing/NN without/IN wasting/VBG more/JJR braille/NN ,/, are/VBP included/VBN ./."," amod(options-2, Printing-1) nsubjpass(included-28, options-2) case(number-7, such-4) mwe(such-4, as-5) det(number-7, the-6) nmod:such_as(options-2, number-7) case(copies-9, of-8) nmod:of(number-7, copies-9) nmod:such_as(options-2, number-11) conj:or(number-7, number-11) case(copies-13, of-12) nmod:of(number-11, copies-13) case(display-17, under-14) det(display-17, the-15) compound(display-17, printing-16) nmod:under(copies-13, display-17) cc(number-7, or-19) amod(printing-21, aborting-20) nmod:such_as(options-2, printing-21) conj:or(number-7, printing-21) mark(wasting-23, without-22) acl(printing-21, wasting-23) amod(braille-25, more-24) dobj(wasting-23, braille-25) auxpass(included-28, are-27) root(ROOT-0, included-28)  "
</P> These women are certainly not wasting ' time .,</P>/RB These/DT women/NNS are/VBP certainly/RB not/RB wasting/NN '/POS time/NN ./.," advmod(time-9, </P>-1) det(women-3, These-2) nsubj(time-9, women-3) cop(time-9, are-4) advmod(time-9, certainly-5) neg(wasting-7, not-6) nmod:poss(time-9, wasting-7) case(wasting-7, '-8) root(ROOT-0, time-9)  "
"Whatever psychological benefits or critical insights they bring , puzzles are still a thoroughly debased form of social capital , and they circulate mostly as metaphors for something else -- for lack of imagination , for time-wasting , for childishness .","Whatever/JJ psychological/JJ benefits/NNS or/CC critical/JJ insights/NNS they/PRP bring/VBP ,/, puzzles/NNS are/VBP still/RB a/DT thoroughly/RB debased/JJ form/NN of/IN social/JJ capital/NN ,/, and/CC they/PRP circulate/VBP mostly/RB as/IN metaphors/NNS for/IN something/NN else/RB --/: for/IN lack/NN of/IN imagination/NN ,/, for/IN time-wasting/NN ,/, for/IN childishness/NNS ./."," amod(benefits-3, Whatever-1) amod(benefits-3, psychological-2) root(ROOT-0, benefits-3) cc(benefits-3, or-4) amod(insights-6, critical-5) conj:or(benefits-3, insights-6) nsubj(bring-8, they-7) dep(benefits-3, bring-8) nsubj(form-16, puzzles-10) cop(form-16, are-11) advmod(form-16, still-12) det(form-16, a-13) advmod(debased-15, thoroughly-14) amod(form-16, debased-15) dep(benefits-3, form-16) case(capital-19, of-17) amod(capital-19, social-18) nmod:of(form-16, capital-19) cc(form-16, and-21) nsubj(circulate-23, they-22) dep(benefits-3, circulate-23) conj:and(form-16, circulate-23) advmod(circulate-23, mostly-24) case(metaphors-26, as-25) nmod:as(circulate-23, metaphors-26) case(something-28, for-27) nmod:for(metaphors-26, something-28) advmod(something-28, else-29) case(lack-32, for-31) nmod:for(something-28, lack-32) case(imagination-34, of-33) nmod:of(something-28, imagination-34) case(time-wasting-37, for-36) nmod:for(benefits-3, time-wasting-37) case(childishness-40, for-39) nmod:for(benefits-3, childishness-40)  "
"America should not be in the business of wasting our young lives for the sake of some oblique geopolitical strategy contrived on some chalkboard . """,America/NNP should/MD not/RB be/VB in/IN the/DT business/NN of/IN wasting/VBG our/PRP$ young/JJ lives/NNS for/IN the/DT sake/NN of/IN some/DT oblique/JJ geopolitical/JJ strategy/NN contrived/NN on/IN some/DT chalkboard/NN ./. ''/''," nsubj(business-7, America-1) aux(business-7, should-2) neg(business-7, not-3) cop(business-7, be-4) case(business-7, in-5) det(business-7, the-6) root(ROOT-0, business-7) mark(wasting-9, of-8) acl(business-7, wasting-9) nmod:poss(lives-12, our-10) amod(lives-12, young-11) dobj(wasting-9, lives-12) case(sake-15, for-13) det(sake-15, the-14) nmod:for(wasting-9, sake-15) case(contrived-21, of-16) det(contrived-21, some-17) amod(geopolitical-19, oblique-18) amod(contrived-21, geopolitical-19) compound(contrived-21, strategy-20) nmod:of(sake-15, contrived-21) case(chalkboard-24, on-22) det(chalkboard-24, some-23) nmod:on(contrived-21, chalkboard-24)  "
"<p> Finally , instead of wasting the revenues from exhaustible energy deposits in unending arms races with neighboring states , devote the energy bonanza to building sustainable physical infrastructure and increasing long-term productivity by investing in education , health , and the environment .","<p>/RB Finally/RB ,/, instead/RB of/IN wasting/VBG the/DT revenues/NNS from/IN exhaustible/JJ energy/NN deposits/NNS in/IN unending/JJ arms/NNS races/NNS with/IN neighboring/VBG states/NNS ,/, devote/VBP the/DT energy/NN bonanza/NN to/TO building/VBG sustainable/JJ physical/NN infrastructure/NN and/CC increasing/VBG long-term/JJ productivity/NN by/IN investing/VBG in/IN education/NN ,/, health/NN ,/, and/CC the/DT environment/NN ./."," advmod(devote-21, <p>-1) advmod(devote-21, Finally-2) mark(wasting-6, instead-4) mwe(instead-4, of-5) advcl(devote-21, wasting-6) det(revenues-8, the-7) dobj(wasting-6, revenues-8) case(deposits-12, from-9) amod(deposits-12, exhaustible-10) compound(deposits-12, energy-11) nmod:from(wasting-6, deposits-12) case(races-16, in-13) amod(races-16, unending-14) compound(races-16, arms-15) nmod:in(deposits-12, races-16) case(states-19, with-17) amod(states-19, neighboring-18) nmod:with(wasting-6, states-19) root(ROOT-0, devote-21) det(bonanza-24, the-22) compound(bonanza-24, energy-23) dobj(devote-21, bonanza-24) mark(building-26, to-25) advcl(devote-21, building-26) dep(physical-28, sustainable-27) amod(infrastructure-29, physical-28) dobj(building-26, infrastructure-29) cc(building-26, and-30) advcl(devote-21, increasing-31) conj:and(building-26, increasing-31) amod(productivity-33, long-term-32) dobj(increasing-31, productivity-33) mark(investing-35, by-34) advcl(increasing-31, investing-35) case(education-37, in-36) nmod:in(investing-35, education-37) nmod:in(investing-35, health-39) conj:and(education-37, health-39) cc(education-37, and-41) det(environment-43, the-42) nmod:in(investing-35, environment-43) conj:and(education-37, environment-43)  "
", believe in taking the long view when it comes to their partnership , not wasting time in bean counting .",",/, believe/VB in/IN taking/VBG the/DT long/JJ view/NN when/WRB it/PRP comes/VBZ to/TO their/PRP$ partnership/NN ,/, not/RB wasting/VBG time/NN in/IN bean/NN counting/NN ./."," root(ROOT-0, believe-2) mark(taking-4, in-3) advcl(believe-2, taking-4) det(view-7, the-5) amod(view-7, long-6) dobj(taking-4, view-7) advmod(comes-10, when-8) nsubj(comes-10, it-9) acl:relcl(view-7, comes-10) case(partnership-13, to-11) nmod:poss(partnership-13, their-12) nmod:to(comes-10, partnership-13) neg(wasting-16, not-15) dep(believe-2, wasting-16) dobj(wasting-16, time-17) case(counting-20, in-18) compound(counting-20, bean-19) nmod:in(time-17, counting-20)  "
The firm restricted access to the Internet because it feared attorneys were wasting their time and were messing around on the Internet instead of doing research .,The/DT firm/NN restricted/VBN access/NN to/TO the/DT Internet/NN because/IN it/PRP feared/VBD attorneys/NNS were/VBD wasting/VBG their/PRP$ time/NN and/CC were/VBD messing/VBG around/RP on/IN the/DT Internet/NN instead/RB of/IN doing/VBG research/NN ./.," det(firm-2, The-1) nsubj(restricted-3, firm-2) root(ROOT-0, restricted-3) dobj(restricted-3, access-4) case(Internet-7, to-5) det(Internet-7, the-6) nmod:to(restricted-3, Internet-7) mark(feared-10, because-8) nsubj(feared-10, it-9) nsubj(messing-18, it-9) advcl(restricted-3, feared-10) nsubj(wasting-13, attorneys-11) aux(wasting-13, were-12) ccomp(feared-10, wasting-13) nmod:poss(time-15, their-14) dobj(wasting-13, time-15) cc(feared-10, and-16) aux(messing-18, were-17) advcl(restricted-3, messing-18) conj:and(feared-10, messing-18) compound:prt(messing-18, around-19) case(Internet-22, on-20) det(Internet-22, the-21) nmod:on(messing-18, Internet-22) mark(doing-25, instead-23) mwe(instead-23, of-24) acl(Internet-22, doing-25) dobj(doing-25, research-26)  "
"Whereas the boy thriftily gets what he wants from the cat without losing time or wasting breath ( because he grabs the cat in "" peu d'instants "" and tells the hour "" sans hesiter "" ) , the narrator must expend many words and considerable energy on what is still an uncertain venture : his voyage beyond time is conditional on bodily circumstances ( "" si je me penche .","Whereas/IN the/DT boy/NN thriftily/RB gets/VBZ what/WP he/PRP wants/VBZ from/IN the/DT cat/NN without/IN losing/VBG time/NN or/CC wasting/NN breath/NN -LRB-/-LRB- because/IN he/PRP grabs/VBZ the/DT cat/NN in/IN ''/'' peu/NN d'instants/NNS ''/'' and/CC tells/VBZ the/DT hour/NN ''/'' sans/NNS hesiter/NN ''/'' -RRB-/-RRB- ,/, the/DT narrator/NN must/MD expend/VB many/JJ words/NNS and/CC considerable/JJ energy/NN on/IN what/WP is/VBZ still/RB an/DT uncertain/JJ venture/NN :/: his/PRP$ voyage/NN beyond/IN time/NN is/VBZ conditional/JJ on/IN bodily/JJ circumstances/NNS -LRB-/VBG ''/'' si/FW je/FW me/PRP penche/VBP ./."," mark(gets-5, Whereas-1) det(boy-3, the-2) nsubj(gets-5, boy-3) advmod(gets-5, thriftily-4) advcl(expend-42, gets-5) dobj(wants-8, what-6) nsubj(wants-8, he-7) ccomp(gets-5, wants-8) case(cat-11, from-9) det(cat-11, the-10) nmod:from(wants-8, cat-11) mark(losing-13, without-12) advcl(wants-8, losing-13) compound(breath-17, time-14) cc(time-14, or-15) conj:or(time-14, wasting-16) compound(breath-17, wasting-16) dobj(losing-13, breath-17) mark(grabs-21, because-19) nsubj(grabs-21, he-20) nsubj(tells-30, he-20) parataxis(gets-5, grabs-21) det(cat-23, the-22) dobj(grabs-21, cat-23) case(d'instants-27, in-24) compound(d'instants-27, peu-26) nmod:in(grabs-21, d'instants-27) cc(grabs-21, and-29) parataxis(gets-5, tells-30) conj:and(grabs-21, tells-30) det(sans-34, the-31) compound(sans-34, hour-32) iobj(tells-30, sans-34) dobj(tells-30, hesiter-35) det(narrator-40, the-39) nsubj(expend-42, narrator-40) aux(expend-42, must-41) root(ROOT-0, expend-42) amod(words-44, many-43) dobj(expend-42, words-44) cc(words-44, and-45) amod(energy-47, considerable-46) dobj(expend-42, energy-47) conj:and(words-44, energy-47) mark(venture-54, on-48) nsubj(venture-54, what-49) cop(venture-54, is-50) advmod(venture-54, still-51) det(venture-54, an-52) amod(venture-54, uncertain-53) advcl(expend-42, venture-54) nmod:poss(voyage-57, his-56) nsubj(conditional-61, voyage-57) case(time-59, beyond-58) nmod:beyond(voyage-57, time-59) cop(conditional-61, is-60) parataxis(expend-42, conditional-61) case(circumstances-64, on-62) amod(circumstances-64, bodily-63) nmod:on(conditional-61, circumstances-64) xcomp(conditional-61, -LRB--65) compound(je-68, si-67) dobj(-LRB--65, je-68) nsubj(penche-70, me-69) acl:relcl(je-68, penche-70)  "
"<p> PHOTO ( BLACK &; WHITE ) : Covers are used to avoid wasting time "" waiting for the piles to dry out "" at a Lancaster County , Pennsylvania poultry farm that produces 2,000 tons of compost per year .","<p>/NNP PHOTO/NNP -LRB-/-LRB- BLACK/CD &/CC ;/: WHITE/NNP -RRB-/-RRB- :/: Covers/NNP are/VBP used/VBN to/TO avoid/VB wasting/NN time/NN ''/'' waiting/VBG for/IN the/DT piles/NNS to/TO dry/VB out/RP ''/'' at/IN a/DT Lancaster/NNP County/NNP ,/, Pennsylvania/NNP poultry/NN farm/NN that/WDT produces/VBZ 2,000/CD tons/NNS of/IN compost/NN per/IN year/NN ./."," compound(PHOTO-2, <p>-1) root(ROOT-0, PHOTO-2) dep(PHOTO-2, BLACK-4) cc(BLACK-4, &-5) dep(BLACK-4, WHITE-7) dep(PHOTO-2, Covers-10) auxpass(used-12, are-11) acl:relcl(Covers-10, used-12) mark(avoid-14, to-13) xcomp(used-12, avoid-14) compound(time-16, wasting-15) dobj(avoid-14, time-16) acl(time-16, waiting-18) case(piles-21, for-19) det(piles-21, the-20) nmod:for(waiting-18, piles-21) mark(dry-23, to-22) xcomp(waiting-18, dry-23) compound:prt(dry-23, out-24) case(County-29, at-26) det(County-29, a-27) compound(County-29, Lancaster-28) nmod:at(dry-23, County-29) compound(farm-33, Pennsylvania-31) compound(farm-33, poultry-32) dep(PHOTO-2, farm-33) nsubj(produces-35, farm-33) ref(farm-33, that-34) acl:relcl(farm-33, produces-35) nummod(tons-37, 2,000-36) dobj(produces-35, tons-37) case(compost-39, of-38) nmod:of(tons-37, compost-39) case(year-41, per-40) nmod:per(compost-39, year-41)  "
"<p> <p> Two new chlorinators replaced the previously oversized chlorinators that tended to overfeed , thus wasting chemicals and increasing costs .","<p>/NN <p>/VBP Two/CD new/JJ chlorinators/NNS replaced/VBD the/DT previously/RB oversized/JJ chlorinators/NNS that/WDT tended/VBD to/TO overfeed/VB ,/, thus/RB wasting/VBG chemicals/NNS and/CC increasing/VBG costs/NNS ./."," nsubj(<p>-2, <p>-1) root(ROOT-0, <p>-2) nummod(chlorinators-5, Two-3) amod(chlorinators-5, new-4) nsubj(replaced-6, chlorinators-5) ccomp(<p>-2, replaced-6) det(chlorinators-10, the-7) advmod(chlorinators-10, previously-8) amod(chlorinators-10, oversized-9) dobj(replaced-6, chlorinators-10) nsubj(tended-12, chlorinators-10) nsubj(overfeed-14, chlorinators-10) ref(chlorinators-10, that-11) acl:relcl(chlorinators-10, tended-12) mark(overfeed-14, to-13) xcomp(tended-12, overfeed-14) advmod(wasting-17, thus-16) xcomp(tended-12, wasting-17) dobj(wasting-17, chemicals-18) cc(chemicals-18, and-19) amod(costs-21, increasing-20) dobj(wasting-17, costs-21) conj:and(chemicals-18, costs-21)  "
"The symptoms Hofer described were lability of emotion , ready weeping , wasting away , despondency , and , in some cases , suicide .","The/DT symptoms/NNS Hofer/NNP described/VBD were/VBD lability/NN of/IN emotion/NN ,/, ready/JJ weeping/JJ ,/, wasting/VBG away/RB ,/, despondency/RB ,/, and/CC ,/, in/IN some/DT cases/NNS ,/, suicide/NN ./."," det(symptoms-2, The-1) nsubj(lability-6, symptoms-2) nsubj(described-4, Hofer-3) acl:relcl(symptoms-2, described-4) cop(lability-6, were-5) root(ROOT-0, lability-6) case(emotion-8, of-7) nmod:of(lability-6, emotion-8) amod(weeping-11, ready-10) amod(lability-6, weeping-11) acl(lability-6, wasting-13) advmod(wasting-13, away-14) advmod(wasting-13, despondency-16) cc(lability-6, and-18) case(cases-22, in-20) det(cases-22, some-21) nmod:in(lability-6, cases-22) conj:and(lability-6, suicide-24)  "
Have telemarketers of vacation travel and investment scams been wasting their calls ?,Have/VBP telemarketers/NNS of/IN vacation/NN travel/NN and/CC investment/NN scams/NNS been/VBN wasting/VBG their/PRP$ calls/NNS ?/.," aux(wasting-10, Have-1) nsubj(wasting-10, telemarketers-2) case(travel-5, of-3) compound(travel-5, vacation-4) nmod:of(telemarketers-2, travel-5) cc(travel-5, and-6) compound(scams-8, investment-7) nmod:of(telemarketers-2, scams-8) conj:and(travel-5, scams-8) aux(wasting-10, been-9) root(ROOT-0, wasting-10) nmod:poss(calls-12, their-11) dobj(wasting-10, calls-12)  "
"At the top of the list were time considerations , both in terms of filling time and wasting it .","At/IN the/DT top/NN of/IN the/DT list/NN were/VBD time/NN considerations/NNS ,/, both/DT in/IN terms/NNS of/IN filling/VBG time/NN and/CC wasting/VBG it/PRP ./."," case(top-3, At-1) det(top-3, the-2) nmod:at(were-7, top-3) case(list-6, of-4) det(list-6, the-5) nmod:of(top-3, list-6) root(ROOT-0, were-7) compound(considerations-9, time-8) nsubj(were-7, considerations-9) appos(considerations-9, both-11) case(terms-13, in-12) nmod:in(both-11, terms-13) mark(filling-15, of-14) acl(terms-13, filling-15) dobj(filling-15, time-16) cc(filling-15, and-17) acl(terms-13, wasting-18) conj:and(filling-15, wasting-18) dobj(wasting-18, it-19)  "
"Despite this , after saving $150 to $200 billion worth of U.S. energy use per year ( compared with 1973 efficiency levels ) , the United States is still wasting upwards of $300 billion a year , and that waste is climbing.","Despite/IN this/DT ,/, after/IN saving/VBG $/$ 150/CD to/TO $/$ 200/CD billion/CD worth/JJ of/IN U.S./NNP energy/NN use/NN per/IN year/NN -LRB-/-LRB- compared/VBN with/IN 1973/CD efficiency/NN levels/NNS -RRB-/-RRB- ,/, the/DT United/NNP States/NNPS is/VBZ still/RB wasting/VBG upwards/NNS of/IN $/$ 300/CD billion/CD a/DT year/NN ,/, and/CC that/DT waste/NN is/VBZ climbing/VBG ./."," case(this-2, Despite-1) nmod:despite(wasting-32, this-2) mark(saving-5, after-4) advcl(wasting-32, saving-5) dep($-9, $-6) compound($-9, 150-7) dep($-9, to-8) dobj(saving-5, $-9) compound(billion-11, 200-10) nummod($-9, billion-11) case(use-16, worth-12) case(use-16, of-13) compound(use-16, U.S.-14) compound(use-16, energy-15) nmod:of($-9, use-16) case(year-18, per-17) nmod:per(use-16, year-18) case(levels-24, compared-20) mwe(compared-20, with-21) nummod(levels-24, 1973-22) compound(levels-24, efficiency-23) dep(saving-5, levels-24) det(States-29, the-27) compound(States-29, United-28) nsubj(wasting-32, States-29) aux(wasting-32, is-30) advmod(wasting-32, still-31) root(ROOT-0, wasting-32) dobj(wasting-32, upwards-33) case($-35, of-34) nmod:of(upwards-33, $-35) compound(billion-37, 300-36) nummod($-35, billion-37) det(year-39, a-38) dep($-35, year-39) cc(wasting-32, and-41) det(waste-43, that-42) nsubj(climbing-45, waste-43) aux(climbing-45, is-44) conj:and(wasting-32, climbing-45)  "
Worrying that you might be wasting your time ?,Worrying/JJ that/IN you/PRP might/MD be/VB wasting/VBG your/PRP$ time/NN ?/.," root(ROOT-0, Worrying-1) mark(wasting-6, that-2) nsubj(wasting-6, you-3) aux(wasting-6, might-4) aux(wasting-6, be-5) dep(Worrying-1, wasting-6) nmod:poss(time-8, your-7) dobj(wasting-6, time-8)  "
You do not want your client wasting a lot of money on a patent for something that is already in existence .,You/PRP do/VBP not/RB want/VB your/PRP$ client/NN wasting/VBG a/DT lot/NN of/IN money/NN on/IN a/DT patent/NN for/IN something/NN that/WDT is/VBZ already/RB in/IN existence/NN ./.," nsubj(want-4, You-1) aux(want-4, do-2) neg(want-4, not-3) root(ROOT-0, want-4) nmod:poss(client-6, your-5) dobj(want-4, client-6) xcomp(want-4, wasting-7) det(lot-9, a-8) dobj(wasting-7, lot-9) case(money-11, of-10) nmod:of(lot-9, money-11) case(patent-14, on-12) det(patent-14, a-13) nmod:on(wasting-7, patent-14) nsubj(existence-21, patent-14) case(something-16, for-15) nmod:for(patent-14, something-16) ref(patent-14, that-17) cop(existence-21, is-18) advmod(existence-21, already-19) case(existence-21, in-20) acl:relcl(patent-14, existence-21)  "
"She is a little worried and wonders if she is just wasting time , when Noah and Tim , who have chosen to listen to the tape at the listening station , run over to ask for paper and markers .","She/PRP is/VBZ a/DT little/RB worried/JJ and/CC wonders/VBZ if/IN she/PRP is/VBZ just/RB wasting/VBG time/NN ,/, when/WRB Noah/NNP and/CC Tim/NNP ,/, who/WP have/VBP chosen/VBN to/TO listen/VB to/TO the/DT tape/NN at/IN the/DT listening/NN station/NN ,/, run/VBP over/RP to/TO ask/VB for/IN paper/NN and/CC markers/NNS ./."," nsubj(worried-5, She-1) nsubj(wonders-7, She-1) cop(worried-5, is-2) det(little-4, a-3) nmod:npmod(worried-5, little-4) root(ROOT-0, worried-5) cc(worried-5, and-6) conj:and(worried-5, wonders-7) mark(wasting-12, if-8) nsubj(wasting-12, she-9) aux(wasting-12, is-10) advmod(wasting-12, just-11) advcl(wonders-7, wasting-12) dobj(wasting-12, time-13) nsubj(chosen-22, time-13) nsubj(listen-24, time-13) advmod(run-33, when-15) nsubj(chosen-22, Noah-16) nsubj(listen-24, Noah-16) nsubj(run-33, Noah-16) nsubj(ask-36, Noah-16) cc(Noah-16, and-17) conj:and(Noah-16, Tim-18) nsubj(chosen-22, Tim-18) nsubj(listen-24, Tim-18) nsubj(run-33, Tim-18) nsubj(ask-36, Tim-18) ref(time-13, who-20) ref(Noah-16, who-20) aux(chosen-22, have-21) acl:relcl(Noah-16, chosen-22) mark(listen-24, to-23) xcomp(chosen-22, listen-24) case(tape-27, to-25) det(tape-27, the-26) nmod:to(listen-24, tape-27) case(station-31, at-28) det(station-31, the-29) compound(station-31, listening-30) nmod:at(tape-27, station-31) acl:relcl(time-13, run-33) compound:prt(run-33, over-34) mark(ask-36, to-35) xcomp(run-33, ask-36) case(paper-38, for-37) nmod:for(ask-36, paper-38) cc(paper-38, and-39) nmod:for(ask-36, markers-40) conj:and(paper-38, markers-40)  "
"Ostensibly , the tale is about the wasting of the young narrator 's fortune by his guardian and distant relative , Fedja , in useless science projects and the resulting decision by other relatives to remove him from Fedja 's care ; these events are underscored by the narrator 's changing understanding of Fedja 's character .","Ostensibly/RB ,/, the/DT tale/NN is/VBZ about/IN the/DT wasting/NN of/IN the/DT young/JJ narrator/NN 's/POS fortune/NN by/IN his/PRP$ guardian/NN and/CC distant/JJ relative/NN ,/, Fedja/NNP ,/, in/IN useless/JJ science/NN projects/NNS and/CC the/DT resulting/VBG decision/NN by/IN other/JJ relatives/NNS to/TO remove/VB him/PRP from/IN Fedja/NNP 's/POS care/NN ;/: these/DT events/NNS are/VBP underscored/VBN by/IN the/DT narrator/NN 's/POS changing/VBG understanding/NN of/IN Fedja/NNP 's/POS character/NN ./."," advmod(wasting-8, Ostensibly-1) det(tale-4, the-3) nsubj(wasting-8, tale-4) cop(wasting-8, is-5) case(wasting-8, about-6) det(wasting-8, the-7) root(ROOT-0, wasting-8) case(fortune-14, of-9) det(narrator-12, the-10) amod(narrator-12, young-11) nmod:poss(fortune-14, narrator-12) case(narrator-12, 's-13) nmod:of(wasting-8, fortune-14) case(guardian-17, by-15) nmod:poss(guardian-17, his-16) nmod:by(wasting-8, guardian-17) cc(guardian-17, and-18) amod(relative-20, distant-19) nmod:by(wasting-8, relative-20) conj:and(guardian-17, relative-20) appos(guardian-17, Fedja-22) case(projects-27, in-24) amod(projects-27, useless-25) compound(projects-27, science-26) nmod:in(guardian-17, projects-27) cc(guardian-17, and-28) det(decision-31, the-29) amod(decision-31, resulting-30) nmod:by(wasting-8, decision-31) conj:and(guardian-17, decision-31) case(relatives-34, by-32) amod(relatives-34, other-33) nmod:by(decision-31, relatives-34) mark(remove-36, to-35) acl(relatives-34, remove-36) dobj(remove-36, him-37) case(care-41, from-38) nmod:poss(care-41, Fedja-39) case(Fedja-39, 's-40) nmod:from(remove-36, care-41) det(events-44, these-43) nsubjpass(underscored-46, events-44) auxpass(underscored-46, are-45) parataxis(wasting-8, underscored-46) case(understanding-52, by-47) det(narrator-49, the-48) nmod:poss(understanding-52, narrator-49) case(narrator-49, 's-50) amod(understanding-52, changing-51) nmod:by(underscored-46, understanding-52) case(character-56, of-53) nmod:poss(character-56, Fedja-54) case(Fedja-54, 's-55) nmod:of(understanding-52, character-56)  "
