sent,tags,parse
"Amid cries of "" Christ is risen "" several hundred pounds of TNT formed into projectiles of two or three pounds each were hurled into the sky from the church courtyard at midnight on Easter eve , rattling our house to its foundations , cracking two window panes , and sending the window handles flying across the room .","Amid/IN cries/JJ of/IN ''/'' Christ/NNP is/VBZ risen/VBN ''/'' several/JJ hundred/CD pounds/NNS of/IN TNT/NNP formed/VBN into/IN projectiles/NNS of/IN two/CD or/CC three/CD pounds/NNS each/DT were/VBD hurled/VBN into/IN the/DT sky/NN from/IN the/DT church/NN courtyard/NN at/IN midnight/NN on/IN Easter/NNP eve/NN ,/, rattling/VBG our/PRP$ house/NN to/TO its/PRP$ foundations/NNS ,/, cracking/VBG two/CD window/NN panes/NNS ,/, and/CC sending/VBG the/DT window/NN handles/VBZ flying/VBG across/IN the/DT room/NN ./."," case(eve-36, Amid-1) amod(eve-36, cries-2) case(Christ-5, of-3) nmod:of(cries-2, Christ-5) auxpass(risen-7, is-6) acl:relcl(Christ-5, risen-7) advmod(hundred-10, several-9) nummod(pounds-11, hundred-10) dobj(risen-7, pounds-11) case(TNT-13, of-12) nmod:of(pounds-11, TNT-13) acl(TNT-13, formed-14) case(projectiles-16, into-15) nmod:into(formed-14, projectiles-16) case(two-18, of-17) nmod:of(projectiles-16, two-18) cc(projectiles-16, or-19) nummod(pounds-21, three-20) nmod:into(formed-14, pounds-21) conj:or(projectiles-16, pounds-21) nsubjpass(hurled-24, each-22) auxpass(hurled-24, were-23) acl:relcl(pounds-21, hurled-24) case(sky-27, into-25) det(sky-27, the-26) nmod:into(hurled-24, sky-27) case(courtyard-31, from-28) det(courtyard-31, the-29) compound(courtyard-31, church-30) nmod:from(sky-27, courtyard-31) case(midnight-33, at-32) nmod:at(risen-7, midnight-33) case(Easter-35, on-34) nmod:on(midnight-33, Easter-35) nmod:amid(handles-54, eve-36) csubj(handles-54, rattling-38) nmod:poss(house-40, our-39) dobj(rattling-38, house-40) case(foundations-43, to-41) nmod:poss(foundations-43, its-42) nmod:to(rattling-38, foundations-43) conj:and(rattling-38, cracking-45) csubj(handles-54, cracking-45) nummod(panes-48, two-46) compound(panes-48, window-47) dobj(cracking-45, panes-48) cc(rattling-38, and-50) conj:and(rattling-38, sending-51) csubj(handles-54, sending-51) det(window-53, the-52) dobj(sending-51, window-53) root(ROOT-0, handles-54) xcomp(handles-54, flying-55) case(room-58, across-56) det(room-58, the-57) nmod:across(flying-55, room-58)  "
64 Taking and sending pictures became an urgent means to document family and instill memories .,64/CD Taking/VBG and/CC sending/VBG pictures/NNS became/VBD an/DT urgent/JJ means/NN to/TO document/VB family/NN and/CC instill/VB memories/NNS ./.," nsubj(became-6, 64-1) acl(64-1, Taking-2) cc(Taking-2, and-3) acl(64-1, sending-4) conj:and(Taking-2, sending-4) dobj(Taking-2, pictures-5) root(ROOT-0, became-6) det(means-9, an-7) amod(means-9, urgent-8) xcomp(became-6, means-9) mark(document-11, to-10) advcl(became-6, document-11) dobj(document-11, family-12) cc(document-11, and-13) advcl(became-6, instill-14) conj:and(document-11, instill-14) dobj(instill-14, memories-15)  "
"When the police and civil guard attempted to break up the crowds of women in the street , the women turned on them , stripping some officers of their pants , spanking or thrashing them and sending them home ( rather undermining their authority in the process ) .","When/WRB the/DT police/NN and/CC civil/JJ guard/NN attempted/VBD to/TO break/VB up/RP the/DT crowds/NNS of/IN women/NNS in/IN the/DT street/NN ,/, the/DT women/NNS turned/VBD on/IN them/PRP ,/, stripping/VBG some/DT officers/NNS of/IN their/PRP$ pants/NNS ,/, spanking/VBG or/CC thrashing/VBG them/PRP and/CC sending/VBG them/PRP home/NN -LRB-/-LRB- rather/RB undermining/VBG their/PRP$ authority/NN in/IN the/DT process/NN -RRB-/-RRB- ./."," advmod(attempted-7, When-1) det(police-3, the-2) nsubj(attempted-7, police-3) nsubj(break-9, police-3) cc(police-3, and-4) amod(guard-6, civil-5) conj:and(police-3, guard-6) nsubj(attempted-7, guard-6) nsubj(break-9, guard-6) advcl(turned-21, attempted-7) mark(break-9, to-8) xcomp(attempted-7, break-9) compound:prt(break-9, up-10) det(crowds-12, the-11) dobj(break-9, crowds-12) case(women-14, of-13) nmod:of(crowds-12, women-14) case(street-17, in-15) det(street-17, the-16) nmod:in(women-14, street-17) det(women-20, the-19) nsubj(turned-21, women-20) root(ROOT-0, turned-21) case(them-23, on-22) nmod:on(turned-21, them-23) ccomp(turned-21, stripping-25) det(officers-27, some-26) dobj(stripping-25, officers-27) case(pants-30, of-28) nmod:poss(pants-30, their-29) nmod:of(officers-27, pants-30) ccomp(turned-21, spanking-32) conj:and(stripping-25, spanking-32) cc(spanking-32, or-33) conj:and(stripping-25, thrashing-34) conj:or(spanking-32, thrashing-34) dobj(spanking-32, them-35) cc(stripping-25, and-36) ccomp(turned-21, sending-37) conj:and(stripping-25, sending-37) iobj(sending-37, them-38) dobj(sending-37, home-39) advmod(undermining-42, rather-41) dep(home-39, undermining-42) nmod:poss(authority-44, their-43) dobj(undermining-42, authority-44) case(process-47, in-45) det(process-47, the-46) nmod:in(undermining-42, process-47)  "
"Perhaps sending more responsibility to our communities will force Americans to look once again beyond ourselves , to neighbors and strangers near home who need help .","Perhaps/RB sending/VBG more/JJR responsibility/NN to/TO our/PRP$ communities/NNS will/MD force/VB Americans/NNPS to/TO look/VB once/RB again/RB beyond/IN ourselves/PRP ,/, to/TO neighbors/NNS and/CC strangers/NNS near/IN home/NN who/WP need/MD help/VB ./."," advmod(sending-2, Perhaps-1) csubj(force-9, sending-2) amod(responsibility-4, more-3) dobj(sending-2, responsibility-4) case(communities-7, to-5) nmod:poss(communities-7, our-6) nmod:to(sending-2, communities-7) aux(force-9, will-8) root(ROOT-0, force-9) dobj(force-9, Americans-10) nsubj(look-12, Americans-10) mark(look-12, to-11) xcomp(force-9, look-12) advmod(again-14, once-13) advmod(look-12, again-14) case(ourselves-16, beyond-15) nmod:beyond(look-12, ourselves-16) case(neighbors-19, to-18) nmod:to(force-9, neighbors-19) nsubj(help-26, neighbors-19) cc(neighbors-19, and-20) nmod:to(force-9, strangers-21) conj:and(neighbors-19, strangers-21) nsubj(help-26, strangers-21) case(home-23, near-22) nmod:near(neighbors-19, home-23) ref(neighbors-19, who-24) aux(help-26, need-25) acl:relcl(neighbors-19, help-26)  "
"The UN charter says , do n't get involved in internal situations , yet here we are , sending troops into Bosnia , into Somalia , both civil wars . ""","The/DT UN/NNP charter/NN says/VBZ ,/, do/VBP n't/RB get/VB involved/VBN in/IN internal/JJ situations/NNS ,/, yet/RB here/RB we/PRP are/VBP ,/, sending/VBG troops/NNS into/IN Bosnia/NNP ,/, into/IN Somalia/NNP ,/, both/DT civil/JJ wars/NNS ./. ''/''"," det(charter-3, The-1) compound(charter-3, UN-2) nsubj(says-4, charter-3) root(ROOT-0, says-4) aux(get-8, do-6) neg(get-8, n't-7) dep(says-4, get-8) dep(get-8, involved-9) case(situations-12, in-10) amod(situations-12, internal-11) nmod:in(involved-9, situations-12) advmod(here-15, yet-14) advmod(involved-9, here-15) nsubj(are-17, we-16) dep(here-15, are-17) advcl(says-4, sending-19) dobj(sending-19, troops-20) case(Bosnia-22, into-21) nmod:into(sending-19, Bosnia-22) case(Somalia-25, into-24) nmod:into(sending-19, Somalia-25) det(wars-29, both-27) amod(wars-29, civil-28) appos(Somalia-25, wars-29)  "
"In the end , the two countries did furnish impressive sums of financial aid , but domestic political pressures prevented them from sending even token military forces to the region .","In/IN the/DT end/NN ,/, the/DT two/CD countries/NNS did/VBD furnish/VB impressive/JJ sums/NNS of/IN financial/JJ aid/NN ,/, but/CC domestic/JJ political/JJ pressures/NNS prevented/VBD them/PRP from/IN sending/VBG even/RB token/JJ military/NN forces/NNS to/TO the/DT region/NN ./."," case(end-3, In-1) det(end-3, the-2) nmod:in(furnish-9, end-3) det(countries-7, the-5) nummod(countries-7, two-6) nsubj(furnish-9, countries-7) aux(furnish-9, did-8) root(ROOT-0, furnish-9) amod(sums-11, impressive-10) dobj(furnish-9, sums-11) case(aid-14, of-12) amod(aid-14, financial-13) nmod:of(sums-11, aid-14) cc(furnish-9, but-16) amod(pressures-19, domestic-17) amod(pressures-19, political-18) nsubj(prevented-20, pressures-19) conj:but(furnish-9, prevented-20) dobj(prevented-20, them-21) mark(sending-23, from-22) advcl(prevented-20, sending-23) advmod(forces-27, even-24) amod(forces-27, token-25) compound(forces-27, military-26) dobj(sending-23, forces-27) case(region-30, to-28) det(region-30, the-29) nmod:to(sending-23, region-30)  "
"51 The Kohl government , convinced that deeper involvement was in fact necessary , sought to make some show of support by sending fighter squadrons to Turkey .","51/CD The/DT Kohl/NNP government/NN ,/, convinced/VBN that/IN deeper/JJR involvement/NN was/VBD in/IN fact/NN necessary/JJ ,/, sought/VBD to/TO make/VB some/DT show/NN of/IN support/NN by/IN sending/VBG fighter/NN squadrons/NNS to/TO Turkey/NNP ./."," nsubj(sought-15, 51-1) nsubj(make-17, 51-1) det(government-4, The-2) compound(government-4, Kohl-3) dep(51-1, government-4) acl(51-1, convinced-6) mark(necessary-13, that-7) amod(involvement-9, deeper-8) nsubj(necessary-13, involvement-9) cop(necessary-13, was-10) case(fact-12, in-11) nmod:in(necessary-13, fact-12) ccomp(convinced-6, necessary-13) root(ROOT-0, sought-15) mark(make-17, to-16) xcomp(sought-15, make-17) det(show-19, some-18) dobj(make-17, show-19) case(support-21, of-20) nmod:of(show-19, support-21) mark(sending-23, by-22) advcl(make-17, sending-23) compound(squadrons-25, fighter-24) dobj(sending-23, squadrons-25) case(Turkey-27, to-26) nmod:to(sending-23, Turkey-27)  "
"Instead , they leave no stone unturned , taking depositions of multiple parties and sending voluminous interrogatories when a single deposition combined with informal discovery could reveal the same information .","Instead/RB ,/, they/PRP leave/VBP no/DT stone/NN unturned/VBD ,/, taking/VBG depositions/NNS of/IN multiple/JJ parties/NNS and/CC sending/VBG voluminous/JJ interrogatories/NNS when/WRB a/DT single/JJ deposition/NN combined/VBN with/IN informal/JJ discovery/NN could/MD reveal/VB the/DT same/JJ information/NN ./."," advmod(leave-4, Instead-1) nsubj(leave-4, they-3) root(ROOT-0, leave-4) neg(stone-6, no-5) nsubj(unturned-7, stone-6) ccomp(leave-4, unturned-7) ccomp(unturned-7, taking-9) dobj(taking-9, depositions-10) case(parties-13, of-11) amod(parties-13, multiple-12) nmod:of(depositions-10, parties-13) cc(taking-9, and-14) ccomp(unturned-7, sending-15) conj:and(taking-9, sending-15) amod(interrogatories-17, voluminous-16) dobj(sending-15, interrogatories-17) advmod(reveal-27, when-18) det(deposition-21, a-19) amod(deposition-21, single-20) nsubj(reveal-27, deposition-21) case(discovery-25, combined-22) case(discovery-25, with-23) amod(discovery-25, informal-24) nmod:with(deposition-21, discovery-25) aux(reveal-27, could-26) advcl(sending-15, reveal-27) det(information-30, the-28) amod(information-30, same-29) dobj(reveal-27, information-30)  "
"<p> Cook argues , "" Judge Quirk knows or should know that the practice of sending people to church violates the establishment clauses of the U.S. and Louisiana constitutions . ""","<p>/NNP Cook/NNP argues/VBZ ,/, ''/'' Judge/NNP Quirk/NNP knows/VBZ or/CC should/MD know/VB that/IN the/DT practice/NN of/IN sending/VBG people/NNS to/TO church/NN violates/VBZ the/DT establishment/NN clauses/NNS of/IN the/DT U.S./NNP and/CC Louisiana/NNP constitutions/NNS ./. ''/''"," compound(Cook-2, <p>-1) nsubj(argues-3, Cook-2) ccomp(knows-8, argues-3) compound(Quirk-7, Judge-6) nsubj(knows-8, Quirk-7) nsubj(know-11, Quirk-7) root(ROOT-0, knows-8) cc(knows-8, or-9) aux(know-11, should-10) conj:or(knows-8, know-11) mark(violates-20, that-12) det(practice-14, the-13) nsubj(violates-20, practice-14) mark(sending-16, of-15) acl(practice-14, sending-16) dobj(sending-16, people-17) case(church-19, to-18) nmod:to(sending-16, church-19) ccomp(know-11, violates-20) det(clauses-23, the-21) compound(clauses-23, establishment-22) dobj(violates-20, clauses-23) case(constitutions-29, of-24) det(constitutions-29, the-25) compound(constitutions-29, U.S.-26) cc(U.S.-26, and-27) conj:and(U.S.-26, Louisiana-28) compound(constitutions-29, Louisiana-28) nmod:of(clauses-23, constitutions-29)  "
"<p> This is sending the message that employee fulfillment is an important business issue , not something that it would be nice to do if we have that extra time .","<p>/RB This/DT is/VBZ sending/VBG the/DT message/NN that/IN employee/NN fulfillment/NN is/VBZ an/DT important/JJ business/NN issue/NN ,/, not/RB something/NN that/IN it/PRP would/MD be/VB nice/JJ to/TO do/VB if/IN we/PRP have/VBP that/DT extra/JJ time/NN ./."," advmod(sending-4, <p>-1) nsubj(sending-4, This-2) aux(sending-4, is-3) root(ROOT-0, sending-4) det(message-6, the-5) dobj(sending-4, message-6) mark(issue-14, that-7) compound(fulfillment-9, employee-8) nsubj(issue-14, fulfillment-9) cop(issue-14, is-10) det(issue-14, an-11) amod(issue-14, important-12) compound(issue-14, business-13) ccomp(sending-4, issue-14) neg(something-17, not-16) dep(issue-14, something-17) mark(nice-22, that-18) nsubj(nice-22, it-19) nsubj(do-24, it-19) aux(nice-22, would-20) cop(nice-22, be-21) dep(something-17, nice-22) mark(do-24, to-23) xcomp(nice-22, do-24) mark(have-27, if-25) nsubj(have-27, we-26) advcl(do-24, have-27) det(time-30, that-28) amod(time-30, extra-29) dobj(have-27, time-30)  "
"New Jersey 's Senator Lautenberg expressed similar sentiments : <p> Of particular importance to New Jersey is a provision I sponsored with others in the Northeast region to stop other States from sending their pollution into our States , harming the health of our residents and putting an impossible burden on our industries .","New/NNP Jersey/NNP 's/POS Senator/NNP Lautenberg/NNP expressed/VBD similar/JJ sentiments/NNS :/: <p>/NN Of/IN particular/JJ importance/NN to/TO New/NNP Jersey/NNP is/VBZ a/DT provision/NN I/PRP sponsored/VBD with/IN others/NNS in/IN the/DT Northeast/NNP region/NN to/TO stop/VB other/JJ States/NNPS from/IN sending/VBG their/PRP$ pollution/NN into/IN our/PRP$ States/NNS ,/, harming/VBG the/DT health/NN of/IN our/PRP$ residents/NNS and/CC putting/VBG an/DT impossible/JJ burden/NN on/IN our/PRP$ industries/NNS ./."," compound(Jersey-2, New-1) nmod:poss(Lautenberg-5, Jersey-2) case(Jersey-2, 's-3) compound(Lautenberg-5, Senator-4) nsubj(expressed-6, Lautenberg-5) root(ROOT-0, expressed-6) amod(sentiments-8, similar-7) dobj(expressed-6, sentiments-8) nsubj(provision-19, <p>-10) case(importance-13, Of-11) amod(importance-13, particular-12) nmod:of(provision-19, importance-13) case(Jersey-16, to-14) compound(Jersey-16, New-15) nmod:to(importance-13, Jersey-16) cop(provision-19, is-17) det(provision-19, a-18) parataxis(expressed-6, provision-19) nsubj(sponsored-21, I-20) nsubj(stop-29, I-20) acl:relcl(provision-19, sponsored-21) case(others-23, with-22) nmod:with(sponsored-21, others-23) case(region-27, in-24) det(region-27, the-25) compound(region-27, Northeast-26) nmod:in(others-23, region-27) mark(stop-29, to-28) xcomp(sponsored-21, stop-29) amod(States-31, other-30) dobj(stop-29, States-31) mark(sending-33, from-32) advcl(stop-29, sending-33) nmod:poss(pollution-35, their-34) dobj(sending-33, pollution-35) case(States-38, into-36) nmod:poss(States-38, our-37) nmod:into(sending-33, States-38) advcl(stop-29, harming-40) conj:and(sending-33, harming-40) det(health-42, the-41) dobj(harming-40, health-42) case(residents-45, of-43) nmod:poss(residents-45, our-44) nmod:of(health-42, residents-45) cc(sending-33, and-46) advcl(stop-29, putting-47) conj:and(sending-33, putting-47) det(burden-50, an-48) amod(burden-50, impossible-49) dobj(putting-47, burden-50) case(industries-53, on-51) nmod:poss(industries-53, our-52) nmod:on(burden-50, industries-53)  "
Sixty-seven percent of the respondents indicated that regular education teachers prefer sending students with special needs to special education classrooms rather than having special education teachers deliver services in the regular education teacher 's classroom .,Sixty-seven/JJ percent/NN of/IN the/DT respondents/NNS indicated/VBD that/IN regular/JJ education/NN teachers/NNS prefer/VBP sending/VBG students/NNS with/IN special/JJ needs/NNS to/TO special/JJ education/NN classrooms/NNS rather/RB than/IN having/VBG special/JJ education/NN teachers/NNS deliver/VB services/NNS in/IN the/DT regular/JJ education/NN teacher/NN 's/POS classroom/NN ./.," amod(percent-2, Sixty-seven-1) nsubj(indicated-6, percent-2) case(respondents-5, of-3) det(respondents-5, the-4) nmod:of(percent-2, respondents-5) root(ROOT-0, indicated-6) mark(prefer-11, that-7) amod(teachers-10, regular-8) compound(teachers-10, education-9) nsubj(prefer-11, teachers-10) ccomp(indicated-6, prefer-11) ccomp(prefer-11, sending-12) dobj(sending-12, students-13) case(needs-16, with-14) amod(needs-16, special-15) nmod:with(students-13, needs-16) case(classrooms-20, to-17) amod(classrooms-20, special-18) compound(classrooms-20, education-19) nmod:to(sending-12, classrooms-20) cc(sending-12, rather-21) mwe(rather-21, than-22) ccomp(prefer-11, having-23) conj:negcc(sending-12, having-23) amod(teachers-26, special-24) compound(teachers-26, education-25) nsubj(deliver-27, teachers-26) ccomp(having-23, deliver-27) dobj(deliver-27, services-28) case(classroom-35, in-29) det(teacher-33, the-30) amod(teacher-33, regular-31) compound(teacher-33, education-32) nmod:poss(classroom-35, teacher-33) case(teacher-33, 's-34) nmod:in(deliver-27, classroom-35)  "
"Specific tasks included producing and sending letters to students and guest speakers , creating class schedules , creating name tags and class rosters , collecting training fees , and writing checks to pay guest speakers .","Specific/JJ tasks/NNS included/VBD producing/VBG and/CC sending/VBG letters/NNS to/TO students/NNS and/CC guest/NN speakers/NNS ,/, creating/VBG class/NN schedules/NNS ,/, creating/VBG name/NN tags/NNS and/CC class/NN rosters/NNS ,/, collecting/VBG training/NN fees/NNS ,/, and/CC writing/VBG checks/NNS to/TO pay/VB guest/NN speakers/NNS ./."," amod(tasks-2, Specific-1) nsubj(included-3, tasks-2) root(ROOT-0, included-3) ccomp(included-3, producing-4) cc(producing-4, and-5) ccomp(included-3, sending-6) conj:and(producing-4, sending-6) dobj(sending-6, letters-7) case(students-9, to-8) nmod:to(sending-6, students-9) cc(students-9, and-10) compound(speakers-12, guest-11) nmod:to(sending-6, speakers-12) conj:and(students-9, speakers-12) dep(producing-4, creating-14) compound(schedules-16, class-15) dobj(creating-14, schedules-16) dep(producing-4, creating-18) compound(tags-20, name-19) dobj(creating-18, tags-20) cc(tags-20, and-21) compound(rosters-23, class-22) dobj(creating-18, rosters-23) conj:and(tags-20, rosters-23) dep(producing-4, collecting-25) compound(fees-27, training-26) dobj(collecting-25, fees-27) cc(producing-4, and-29) ccomp(included-3, writing-30) conj:and(producing-4, writing-30) dobj(writing-30, checks-31) mark(pay-33, to-32) advcl(writing-30, pay-33) compound(speakers-35, guest-34) dobj(pay-33, speakers-35)  "
"Since he is n't doing his work , his teacher is considering sending someone else in his place .","Since/IN he/PRP is/VBZ n't/RB doing/VBG his/PRP$ work/NN ,/, his/PRP$ teacher/NN is/VBZ considering/VBG sending/VBG someone/NN else/RB in/IN his/PRP$ place/NN ./."," mark(doing-5, Since-1) nsubj(doing-5, he-2) aux(doing-5, is-3) neg(doing-5, n't-4) advcl(considering-12, doing-5) nmod:poss(work-7, his-6) dobj(doing-5, work-7) nmod:poss(teacher-10, his-9) nsubj(considering-12, teacher-10) aux(considering-12, is-11) root(ROOT-0, considering-12) advcl(considering-12, sending-13) dobj(sending-13, someone-14) advmod(someone-14, else-15) case(place-18, in-16) nmod:poss(place-18, his-17) nmod:in(someone-14, place-18)  "
On May 19 d'Antin wrote to Vleughels that he was sending portraits of both Bourbon and the new queen for the Rome academy 's decoration .,On/IN May/NNP 19/CD d'Antin/NN wrote/VBD to/TO Vleughels/NNP that/IN he/PRP was/VBD sending/VBG portraits/NNS of/IN both/DT Bourbon/NN and/CC the/DT new/JJ queen/NN for/IN the/DT Rome/NNP academy/NN 's/POS decoration/NN ./.," case(May-2, On-1) nmod:on(wrote-5, May-2) nummod(May-2, 19-3) nsubj(wrote-5, d'Antin-4) root(ROOT-0, wrote-5) case(Vleughels-7, to-6) nmod:to(wrote-5, Vleughels-7) mark(sending-11, that-8) nsubj(sending-11, he-9) aux(sending-11, was-10) ccomp(wrote-5, sending-11) dobj(sending-11, portraits-12) case(Bourbon-15, of-13) det(Bourbon-15, both-14) nmod:of(portraits-12, Bourbon-15) cc(portraits-12, and-16) det(queen-19, the-17) amod(queen-19, new-18) dobj(sending-11, queen-19) conj:and(portraits-12, queen-19) case(decoration-25, for-20) det(academy-23, the-21) compound(academy-23, Rome-22) nmod:poss(decoration-25, academy-23) case(academy-23, 's-24) nmod:for(queen-19, decoration-25)  "
"Three works were written in a strophic style : some stanzas for Elias Martin entitled "" I mina anlets drag "" In the expression of my face which appeared in late December I791 , a homage to Mozart on 5 January I792 occasioned by the news of their colleague 's death several weeks earlier in Vienna , and a satirical work dated 30August I792 entitled "" Charon pa en Doktor sag "" Charon looked upon a doctor in the form of a dialogue between Charon and a physician whom the ferryman accuses of sending him too much work .","Three/CD works/NNS were/VBD written/VBN in/IN a/DT strophic/JJ style/NN :/: some/DT stanzas/JJ for/IN Elias/NNP Martin/NNP entitled/VBN ''/'' I/PRP mina/NN anlets/VBZ drag/NN ''/'' In/IN the/DT expression/NN of/IN my/PRP$ face/NN which/WDT appeared/VBD in/IN late/JJ December/NNP I791/NNP ,/, a/DT homage/NN to/TO Mozart/NNP on/IN 5/CD January/NNP I792/CD occasioned/VBD by/IN the/DT news/NN of/IN their/PRP$ colleague/NN 's/POS death/NN several/JJ weeks/NNS earlier/RBR in/IN Vienna/NNP ,/, and/CC a/DT satirical/JJ work/NN dated/VBN 30August/JJ I792/NN entitled/VBN ''/'' Charon/NNP pa/NNP en/FW Doktor/NNP sag/NNP ''/'' Charon/NNP looked/VBN upon/IN a/DT doctor/NN in/IN the/DT form/NN of/IN a/DT dialogue/NN between/IN Charon/NNP and/CC a/DT physician/NN whom/WP the/DT ferryman/NN accuses/VBZ of/IN sending/VBG him/PRP too/RB much/JJ work/NN ./."," nummod(works-2, Three-1) nsubjpass(written-4, works-2) auxpass(written-4, were-3) root(ROOT-0, written-4) case(style-8, in-5) det(style-8, a-6) amod(style-8, strophic-7) nmod:in(written-4, style-8) det(mina-18, some-10) amod(mina-18, stanzas-11) case(Martin-14, for-12) compound(Martin-14, Elias-13) nmod:for(stanzas-11, Martin-14) acl(Martin-14, entitled-15) dobj(entitled-15, I-17) nsubj(anlets-19, mina-18) parataxis(written-4, anlets-19) dobj(anlets-19, drag-20) nsubj(appeared-29, drag-20) case(expression-24, In-22) det(expression-24, the-23) nsubj(appeared-29, expression-24) nmod:in(occasioned-43, expression-24) case(face-27, of-25) nmod:poss(face-27, my-26) nmod:of(expression-24, face-27) ref(drag-20, which-28) ref(expression-24, which-28) acl:relcl(expression-24, appeared-29) case(I791-33, in-30) amod(I791-33, late-31) compound(I791-33, December-32) nmod:in(appeared-29, I791-33) det(homage-36, a-35) nsubj(occasioned-43, homage-36) case(Mozart-38, to-37) nmod:to(homage-36, Mozart-38) case(5-40, on-39) nmod:on(Mozart-38, 5-40) nmod:tmod(Mozart-38, January-41) nummod(January-41, I792-42) acl:relcl(drag-20, occasioned-43) case(news-46, by-44) det(news-46, the-45) nmod:by(occasioned-43, news-46) case(death-51, of-47) nmod:poss(colleague-49, their-48) nmod:poss(death-51, colleague-49) case(colleague-49, 's-50) nmod:of(news-46, death-51) amod(weeks-53, several-52) nmod:npmod(earlier-54, weeks-53) advmod(Vienna-56, earlier-54) case(Vienna-56, in-55) nmod:in(occasioned-43, Vienna-56) cc(drag-20, and-58) det(work-61, a-59) amod(work-61, satirical-60) dobj(anlets-19, work-61) conj:and(drag-20, work-61) nsubj(appeared-29, work-61) acl(work-61, dated-62) amod(I792-64, 30August-63) dobj(dated-62, I792-64) acl(I792-64, entitled-65) compound(Charon-73, Charon-67) compound(Charon-73, pa-68) compound(Charon-73, en-69) compound(Charon-73, Doktor-70) compound(Charon-73, sag-71) dobj(entitled-65, Charon-73) acl(Charon-73, looked-74) case(doctor-77, upon-75) det(doctor-77, a-76) nmod:upon(looked-74, doctor-77) case(form-80, in-78) det(form-80, the-79) nmod:in(entitled-65, form-80) case(dialogue-83, of-81) det(dialogue-83, a-82) nmod:of(form-80, dialogue-83) case(Charon-85, between-84) nmod:between(dialogue-83, Charon-85) cc(form-80, and-86) det(physician-88, a-87) nmod:in(entitled-65, physician-88) conj:and(form-80, physician-88) dobj(accuses-92, physician-88) ref(physician-88, whom-89) det(ferryman-91, the-90) nsubj(accuses-92, ferryman-91) acl:relcl(physician-88, accuses-92) mark(sending-94, of-93) advcl(accuses-92, sending-94) iobj(sending-94, him-95) advmod(much-97, too-96) amod(work-98, much-97) dobj(sending-94, work-98)  "
"But here I saw nothing but the sea restlessly sending its tired , sleep-inducing waves in across the seashore .","But/CC here/RB I/PRP saw/VBD nothing/NN but/CC the/DT sea/NN restlessly/NN sending/VBG its/PRP$ tired/JJ ,/, sleep-inducing/JJ waves/NNS in/IN across/IN the/DT seashore/NN ./."," cc(saw-4, But-1) advmod(saw-4, here-2) nsubj(saw-4, I-3) root(ROOT-0, saw-4) dobj(saw-4, nothing-5) case(restlessly-9, but-6) det(restlessly-9, the-7) compound(restlessly-9, sea-8) nmod:but(nothing-5, restlessly-9) acl(restlessly-9, sending-10) nmod:poss(waves-15, its-11) amod(waves-15, tired-12) amod(waves-15, sleep-inducing-14) dobj(sending-10, waves-15) case(seashore-19, in-16) case(seashore-19, across-17) det(seashore-19, the-18) nmod:across(sending-10, seashore-19)  "
"<p> As Isis/bird flew around the corpse , she beat her wings , sending the breath of life into Osiris .","<p>/RB As/IN Isis/bird/NNP flew/VBD around/IN the/DT corpse/NN ,/, she/PRP beat/VBD her/PRP$ wings/NNS ,/, sending/VBG the/DT breath/NN of/IN life/NN into/IN Osiris/NNP ./."," advmod(flew-4, <p>-1) mark(flew-4, As-2) nsubj(flew-4, Isis/bird-3) advcl(beat-10, flew-4) case(corpse-7, around-5) det(corpse-7, the-6) nmod:around(flew-4, corpse-7) nsubj(beat-10, she-9) root(ROOT-0, beat-10) nmod:poss(wings-12, her-11) dobj(beat-10, wings-12) advcl(beat-10, sending-14) det(breath-16, the-15) dobj(sending-14, breath-16) case(life-18, of-17) nmod:of(breath-16, life-18) case(Osiris-20, into-19) nmod:into(sending-14, Osiris-20)  "
"Marvell was personally interested in Pett 's plight : on October 31 , 1667 , he spoke from the floor of the Commons against sending Pett to the Tower ( Milward 108 ) .","Marvell/NNP was/VBD personally/RB interested/JJ in/IN Pett/NNP 's/POS plight/NN :/: on/IN October/NNP 31/CD ,/, 1667/CD ,/, he/PRP spoke/VBD from/IN the/DT floor/NN of/IN the/DT Commons/NNPS against/IN sending/VBG Pett/NNP to/TO the/DT Tower/NNP -LRB-/-LRB- Milward/NNP 108/CD -RRB-/-RRB- ./."," nsubj(interested-4, Marvell-1) cop(interested-4, was-2) advmod(interested-4, personally-3) root(ROOT-0, interested-4) case(plight-8, in-5) nmod:poss(plight-8, Pett-6) case(Pett-6, 's-7) nmod:in(interested-4, plight-8) case(October-11, on-10) nmod:on(spoke-17, October-11) nummod(October-11, 31-12) nummod(October-11, 1667-14) nsubj(spoke-17, he-16) parataxis(interested-4, spoke-17) case(floor-20, from-18) det(floor-20, the-19) nmod:from(spoke-17, floor-20) case(Commons-23, of-21) det(Commons-23, the-22) nmod:of(floor-20, Commons-23) mark(sending-25, against-24) advcl(spoke-17, sending-25) dobj(sending-25, Pett-26) case(Tower-29, to-27) det(Tower-29, the-28) nmod:to(sending-25, Tower-29) appos(Tower-29, Milward-31) nummod(Milward-31, 108-32)  "
