sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"The most lasting effects of the ALDEV program included 300 small dams , the Makueni resettlement scheme , better farming promotion , and tsetse fly control .","The/DT most/RBS lasting/JJ effects/NNS of/IN the/DT ALDEV/NNP program/NN included/VBD 300/CD small/JJ dams/NNS ,/, the/DT Makueni/NNP resettlement/NN scheme/NN ,/, better/JJR farming/NN promotion/NN ,/, and/CC tsetse/JJ fly/NN control/NN ./."," det(effects-4, The-1) advmod(lasting-3, most-2) amod(effects-4, lasting-3) nsubj(included-9, effects-4) case(program-8, of-5) det(program-8, the-6) compound(program-8, ALDEV-7) nmod:of(effects-4, program-8) root(ROOT-0, included-9) nummod(dams-12, 300-10) amod(dams-12, small-11) dobj(included-9, dams-12) det(scheme-17, the-14) compound(scheme-17, Makueni-15) compound(scheme-17, resettlement-16) dobj(included-9, scheme-17) conj:and(dams-12, scheme-17) amod(promotion-21, better-19) compound(promotion-21, farming-20) dobj(included-9, promotion-21) conj:and(dams-12, promotion-21) cc(dams-12, and-23) amod(control-26, tsetse-24) compound(control-26, fly-25) dobj(included-9, control-26) conj:and(dams-12, control-26)  ",fly,25,"compound(control-26, fly-25) ","farming promotion , and tsetse fly control .",NN,[],included,VBD,object,[],[],[],[],[],[],[],['control'],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"<p> I believe that Wittgenstein 's furious iconoclasm , his reluctance to participate in the customary procedures of explanation and debate or to adduce evidence for what were to him self-evident truths , his unremitting sense of affront and betrayal , his precipitate flight from one occupational milieu to another , his condemnation , with each fresh start , of whatever he had done previously , his complaints of perseverative thought like the buzzing of a trapped fly in a flybottle , all stemmed from the "" really different "" nature of his inner self .","<p>/RB I/PRP believe/VBP that/IN Wittgenstein/NNP 's/POS furious/JJ iconoclasm/NN ,/, his/PRP$ reluctance/NN to/TO participate/VB in/IN the/DT customary/JJ procedures/NNS of/IN explanation/NN and/CC debate/NN or/CC to/TO adduce/VB evidence/NN for/IN what/WP were/VBD to/TO him/PRP self-evident/JJ truths/NNS ,/, his/PRP$ unremitting/VBG sense/NN of/IN affront/NN and/CC betrayal/NN ,/, his/PRP$ precipitate/JJ flight/NN from/IN one/CD occupational/VBP milieu/JJ to/TO another/DT ,/, his/PRP$ condemnation/NN ,/, with/IN each/DT fresh/JJ start/NN ,/, of/IN whatever/WDT he/PRP had/VBD done/VBN previously/RB ,/, his/PRP$ complaints/NNS of/IN perseverative/NN thought/VBD like/IN the/DT buzzing/NN of/IN a/DT trapped/JJ fly/NN in/IN a/DT flybottle/NN ,/, all/DT stemmed/VBD from/IN the/DT ''/'' really/RB different/JJ ''/'' nature/NN of/IN his/PRP$ inner/JJ self/NN ./."," advmod(believe-3, <p>-1) nsubj(believe-3, I-2) root(ROOT-0, believe-3) mark(participate-13, that-4) nmod:poss(iconoclasm-8, Wittgenstein-5) case(Wittgenstein-5, 's-6) amod(iconoclasm-8, furious-7) nsubj(participate-13, iconoclasm-8) nsubj(adduce-24, iconoclasm-8) nmod:poss(reluctance-11, his-10) appos(iconoclasm-8, reluctance-11) mark(participate-13, to-12) ccomp(believe-3, participate-13) case(procedures-17, in-14) det(procedures-17, the-15) amod(procedures-17, customary-16) nmod:in(participate-13, procedures-17) case(explanation-19, of-18) nmod:of(procedures-17, explanation-19) cc(explanation-19, and-20) nmod:of(procedures-17, debate-21) conj:and(explanation-19, debate-21) cc(participate-13, or-22) mark(adduce-24, to-23) ccomp(believe-3, adduce-24) conj:or(participate-13, adduce-24) dobj(adduce-24, evidence-25) mark(occupational-47, for-26) nsubj(truths-32, what-27) cop(truths-32, were-28) case(him-30, to-29) nmod:to(truths-32, him-30) amod(truths-32, self-evident-31) dep(occupational-47, truths-32) nmod:poss(sense-36, his-34) amod(sense-36, unremitting-35) appos(truths-32, sense-36) case(affront-38, of-37) nmod:of(sense-36, affront-38) cc(affront-38, and-39) nmod:of(sense-36, betrayal-40) conj:and(affront-38, betrayal-40) nmod:poss(flight-44, his-42) amod(flight-44, precipitate-43) nsubj(occupational-47, flight-44) case(one-46, from-45) nmod:from(flight-44, one-46) advcl(adduce-24, occupational-47) xcomp(occupational-47, milieu-48) case(another-50, to-49) nmod:to(milieu-48, another-50) nmod:poss(condemnation-53, his-52) appos(another-50, condemnation-53) case(start-58, with-55) det(start-58, each-56) amod(start-58, fresh-57) nmod:with(occupational-47, start-58) case(whatever-61, of-60) nmod:of(done-64, whatever-61) nsubj(done-64, he-62) aux(done-64, had-63) acl:relcl(start-58, done-64) advmod(done-64, previously-65) nmod:poss(complaints-68, his-67) nsubj(thought-71, complaints-68) case(perseverative-70, of-69) nmod:of(complaints-68, perseverative-70) parataxis(occupational-47, thought-71) case(buzzing-74, like-72) det(buzzing-74, the-73) nmod:like(thought-71, buzzing-74) case(fly-78, of-75) det(fly-78, a-76) amod(fly-78, trapped-77) nmod:of(buzzing-74, fly-78) case(flybottle-81, in-79) det(flybottle-81, a-80) nmod:in(thought-71, flybottle-81) nsubj(stemmed-84, all-83) parataxis(occupational-47, stemmed-84) case(the-86, from-85) nmod:from(stemmed-84, the-86) advmod(nature-91, really-88) amod(nature-91, different-89) dobj(adduce-24, nature-91) case(self-95, of-92) nmod:poss(self-95, his-93) amod(self-95, inner-94) nmod:of(nature-91, self-95)  ",fly,78,"case(fly-78, of-75) det(fly-78, a-76) amod(fly-78, trapped-77) nmod:of(buzzing-74, fly-78) ","the buzzing of a trapped fly in a flybottle , all",NN,[],,,,,"[('of', 'buzzing')]",['of'],['buzzing'],[],['a'],[],[],['trapped'],[],[],[],['of'],[],[],[],[],a,unit,singular,,A+N,countable,unknown
"These skills include three volleyball skills ( underhand serve , forearm pass , and overhead pass ) , three basketball skills ( chest pass , set shot , and lay-up ) , and two softball skills ( fielding a ground ball and fielding a fly ball ) .","These/DT skills/NNS include/VBP three/CD volleyball/JJ skills/NNS -LRB-/-LRB- underhand/VBN serve/VB ,/, forearm/VB pass/NN ,/, and/CC overhead/RB pass/VB -RRB-/-RRB- ,/, three/CD basketball/NN skills/NNS -LRB-/-LRB- chest/NN pass/NN ,/, set/NN shot/NN ,/, and/CC lay-up/NN -RRB-/-RRB- ,/, and/CC two/CD softball/NN skills/NNS -LRB-/-LRB- fielding/VBG a/DT ground/NN ball/NN and/CC fielding/VBG a/DT fly/NN ball/NN -RRB-/-RRB- ./."," det(skills-2, These-1) nsubj(include-3, skills-2) root(ROOT-0, include-3) nummod(skills-6, three-4) amod(skills-6, volleyball-5) dobj(include-3, skills-6) dep(skills-6, underhand-8) ccomp(underhand-8, serve-9) ccomp(underhand-8, forearm-11) conj:and(serve-9, forearm-11) dobj(forearm-11, pass-12) cc(serve-9, and-14) advmod(pass-16, overhead-15) ccomp(underhand-8, pass-16) conj:and(serve-9, pass-16) nummod(skills-21, three-19) compound(skills-21, basketball-20) dobj(include-3, skills-21) conj:and(skills-6, skills-21) compound(pass-24, chest-23) dep(skills-21, pass-24) compound(shot-27, set-26) dep(skills-21, shot-27) conj:and(pass-24, shot-27) cc(pass-24, and-29) dep(skills-21, lay-up-30) conj:and(pass-24, lay-up-30) cc(skills-6, and-33) nummod(skills-36, two-34) compound(skills-36, softball-35) dobj(include-3, skills-36) conj:and(skills-6, skills-36) dep(skills-36, fielding-38) det(ball-41, a-39) compound(ball-41, ground-40) dobj(fielding-38, ball-41) cc(fielding-38, and-42) dep(skills-36, fielding-43) conj:and(fielding-38, fielding-43) det(ball-46, a-44) compound(ball-46, fly-45) dobj(fielding-43, ball-46)  ",fly,45,"compound(ball-46, fly-45) ",ground ball and fielding a fly ball ) .,NN,[],fielding,VBG,object,[],[],[],[],[],[],[],['ball'],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
But there was one fly in the ointment .,But/CC there/EX was/VBD one/CD fly/NN in/IN the/DT ointment/NN ./.," cc(was-3, But-1) expl(was-3, there-2) root(ROOT-0, was-3) nummod(fly-5, one-4) nsubj(was-3, fly-5) case(ointment-8, in-6) det(ointment-8, the-7) nmod:in(fly-5, ointment-8)  ",fly,5,"nummod(fly-5, one-4) nmod:in(fly-5, ointment-8) nsubj(was-3, fly-5) ",But there was one fly in the ointment .,NN,[],was,VBD,subject,[],"[('in', 'ointment')]",['in'],[],['ointment'],[],[],[],[],[],[],['one'],[],[],[],[],[],one,unit,singular,ambiguous,A+N,countable,unknown
"Hunter has brought his homemade fly rod along , and with a few other eager anglers he has selected the day 's flies from among dozens in his case .","Hunter/NNP has/VBZ brought/VBN his/PRP$ homemade/JJ fly/NN rod/NN along/RB ,/, and/CC with/IN a/DT few/JJ other/JJ eager/JJ anglers/NNS he/PRP has/VBZ selected/VBN the/DT day/NN 's/POS flies/NNS from/IN among/IN dozens/NNS in/IN his/PRP$ case/NN ./."," nsubj(brought-3, Hunter-1) aux(brought-3, has-2) root(ROOT-0, brought-3) nmod:poss(rod-7, his-4) amod(rod-7, homemade-5) compound(rod-7, fly-6) dobj(brought-3, rod-7) advmod(brought-3, along-8) cc(brought-3, and-10) case(anglers-16, with-11) det(anglers-16, a-12) amod(anglers-16, few-13) amod(anglers-16, other-14) amod(anglers-16, eager-15) nmod:with(selected-19, anglers-16) nsubj(selected-19, he-17) aux(selected-19, has-18) conj:and(brought-3, selected-19) det(day-21, the-20) nmod:poss(flies-23, day-21) case(day-21, 's-22) dobj(selected-19, flies-23) case(dozens-26, from-24) case(dozens-26, among-25) nmod:among(selected-19, dozens-26) case(case-29, in-27) nmod:poss(case-29, his-28) nmod:in(dozens-26, case-29)  ",fly,6,"compound(rod-7, fly-6) ","Hunter has brought his homemade fly rod along , and with",NN,[],brought,VBN,object,[],[],[],[],[],[],[],['rod'],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"Hunter has brought his homemade fly rod along , and with a few other eager anglers he has selected the day 's flies from among dozens in his case .","Hunter/NNP has/VBZ brought/VBN his/PRP$ homemade/JJ fly/NN rod/NN along/RB ,/, and/CC with/IN a/DT few/JJ other/JJ eager/JJ anglers/NNS he/PRP has/VBZ selected/VBN the/DT day/NN 's/POS flies/NNS from/IN among/IN dozens/NNS in/IN his/PRP$ case/NN ./."," nsubj(brought-3, Hunter-1) aux(brought-3, has-2) root(ROOT-0, brought-3) nmod:poss(rod-7, his-4) amod(rod-7, homemade-5) compound(rod-7, fly-6) dobj(brought-3, rod-7) advmod(brought-3, along-8) cc(brought-3, and-10) case(anglers-16, with-11) det(anglers-16, a-12) amod(anglers-16, few-13) amod(anglers-16, other-14) amod(anglers-16, eager-15) nmod:with(selected-19, anglers-16) nsubj(selected-19, he-17) aux(selected-19, has-18) conj:and(brought-3, selected-19) det(day-21, the-20) nmod:poss(flies-23, day-21) case(day-21, 's-22) dobj(selected-19, flies-23) case(dozens-26, from-24) case(dozens-26, among-25) nmod:among(selected-19, dozens-26) case(case-29, in-27) nmod:poss(case-29, his-28) nmod:in(dozens-26, case-29)  ",flies,23,"nmod:poss(flies-23, day-21) dobj(selected-19, flies-23) ",has selected the day 's flies from among dozens in his,NNS,[],selected,VBN,object,[],[],[],[],[],[],[],[],[],[],['day'],[],[],[],[],[],[],,,plural,ambiguous,,unknown,unknown
"This kind of display enables music on a piano roll to be read "" on the fly , "" the same way traditional notation is read .","This/DT kind/NN of/IN display/NN enables/VBZ music/NN on/IN a/DT piano/NN roll/NN to/TO be/VB read/VBN ''/'' on/IN the/DT fly/NN ,/, ''/'' the/DT same/JJ way/NN traditional/JJ notation/NN is/VBZ read/VBN ./."," det(kind-2, This-1) nsubj(enables-5, kind-2) case(display-4, of-3) nmod:of(kind-2, display-4) ccomp(read-26, enables-5) dobj(enables-5, music-6) case(roll-10, on-7) det(roll-10, a-8) compound(roll-10, piano-9) nmod:on(enables-5, roll-10) mark(read-13, to-11) auxpass(read-13, be-12) advcl(enables-5, read-13) case(fly-17, on-15) det(fly-17, the-16) nmod:on(read-13, fly-17) det(notation-24, the-20) amod(notation-24, same-21) compound(notation-24, way-22) amod(notation-24, traditional-23) nsubjpass(read-26, notation-24) auxpass(read-26, is-25) root(ROOT-0, read-26)  ",fly,17,"case(fly-17, on-15) det(fly-17, the-16) nmod:on(read-13, fly-17) ","be read "" on the fly , "" the same way",NN,[],,,,,"[('on', 'read')]",['on'],['read'],[],['the'],[],[],[],[],[],[],['on'],[],[],[],[],,,singular,,,unknown,unknown
"The most promising candidates include four additional species native to Australia : a beneficial sawfly , a sap-feeding psyllid ( SILL-id ) , a tube-dwelling moth , and a gall-forming fly .","The/DT most/RBS promising/JJ candidates/NNS include/VBP four/CD additional/JJ species/NN native/NN to/TO Australia/NNP :/: a/DT beneficial/JJ sawfly/NN ,/, a/DT sap-feeding/JJ psyllid/NN -LRB-/-LRB- SILL-id/NNP -RRB-/-RRB- ,/, a/DT tube-dwelling/JJ moth/NN ,/, and/CC a/DT gall-forming/JJ fly/NN ./."," det(candidates-4, The-1) advmod(candidates-4, most-2) amod(candidates-4, promising-3) nsubj(include-5, candidates-4) root(ROOT-0, include-5) nummod(native-9, four-6) amod(native-9, additional-7) compound(native-9, species-8) dobj(include-5, native-9) case(Australia-11, to-10) nmod:to(include-5, Australia-11) det(sawfly-15, a-13) amod(sawfly-15, beneficial-14) dobj(include-5, sawfly-15) det(psyllid-19, a-17) amod(psyllid-19, sap-feeding-18) dobj(include-5, psyllid-19) conj:and(sawfly-15, psyllid-19) appos(psyllid-19, SILL-id-21) det(moth-26, a-24) amod(moth-26, tube-dwelling-25) dobj(include-5, moth-26) conj:and(sawfly-15, moth-26) cc(sawfly-15, and-28) det(fly-31, a-29) amod(fly-31, gall-forming-30) dobj(include-5, fly-31) conj:and(sawfly-15, fly-31)  ",fly,31,"det(fly-31, a-29) amod(fly-31, gall-forming-30) dobj(include-5, fly-31) conj:and(sawfly-15, fly-31) ","moth , and a gall-forming fly .",NN,[],include,VBP,object,[],[],[],[],[],['a'],"[('and', 'sawfly')]",[],[],[],[],[],[],[],[],[],[],a,unit,singular,plural,A+NEX-PL,countable,unknown
"<p> Studies elsewhere with another Fergusonina gall-forming fly showed that nematodes invade the ovaries of the female fly larvae and are later expelled when the female lays her eggs . """,<p>/NN Studies/NNS elsewhere/RB with/IN another/DT Fergusonina/NNP gall-forming/JJ fly/NN showed/VBD that/IN nematodes/NNS invade/VBP the/DT ovaries/NNS of/IN the/DT female/JJ fly/NN larvae/NN and/CC are/VBP later/RB expelled/VBN when/WRB the/DT female/NN lays/VBZ her/PRP$ eggs/NNS ./. ''/''," compound(Studies-2, <p>-1) nsubj(showed-9, Studies-2) nsubjpass(expelled-23, Studies-2) advmod(showed-9, elsewhere-3) case(fly-8, with-4) det(fly-8, another-5) compound(fly-8, Fergusonina-6) amod(fly-8, gall-forming-7) nmod:with(elsewhere-3, fly-8) root(ROOT-0, showed-9) mark(invade-12, that-10) nsubj(invade-12, nematodes-11) ccomp(showed-9, invade-12) det(ovaries-14, the-13) dobj(invade-12, ovaries-14) case(larvae-19, of-15) det(larvae-19, the-16) amod(larvae-19, female-17) compound(larvae-19, fly-18) nmod:of(ovaries-14, larvae-19) cc(showed-9, and-20) auxpass(expelled-23, are-21) advmod(expelled-23, later-22) conj:and(showed-9, expelled-23) advmod(lays-27, when-24) det(female-26, the-25) nsubj(lays-27, female-26) advcl(expelled-23, lays-27) nmod:poss(eggs-29, her-28) dobj(lays-27, eggs-29)  ",fly,8,"case(fly-8, with-4) det(fly-8, another-5) compound(fly-8, Fergusonina-6) amod(fly-8, gall-forming-7) nmod:with(elsewhere-3, fly-8) ",elsewhere with another Fergusonina gall-forming fly showed that nematodes invade the,NN,[],,,,,"[('with', 'elsewhere')]",['with'],['elsewhere'],[],['another'],[],['Fergusonina'],[],[],[],[],['with'],[],[],[],[],,,singular,,,unknown,unknown
"<p> Studies elsewhere with another Fergusonina gall-forming fly showed that nematodes invade the ovaries of the female fly larvae and are later expelled when the female lays her eggs . """,<p>/NN Studies/NNS elsewhere/RB with/IN another/DT Fergusonina/NNP gall-forming/JJ fly/NN showed/VBD that/IN nematodes/NNS invade/VBP the/DT ovaries/NNS of/IN the/DT female/JJ fly/NN larvae/NN and/CC are/VBP later/RB expelled/VBN when/WRB the/DT female/NN lays/VBZ her/PRP$ eggs/NNS ./. ''/''," compound(Studies-2, <p>-1) nsubj(showed-9, Studies-2) nsubjpass(expelled-23, Studies-2) advmod(showed-9, elsewhere-3) case(fly-8, with-4) det(fly-8, another-5) compound(fly-8, Fergusonina-6) amod(fly-8, gall-forming-7) nmod:with(elsewhere-3, fly-8) root(ROOT-0, showed-9) mark(invade-12, that-10) nsubj(invade-12, nematodes-11) ccomp(showed-9, invade-12) det(ovaries-14, the-13) dobj(invade-12, ovaries-14) case(larvae-19, of-15) det(larvae-19, the-16) amod(larvae-19, female-17) compound(larvae-19, fly-18) nmod:of(ovaries-14, larvae-19) cc(showed-9, and-20) auxpass(expelled-23, are-21) advmod(expelled-23, later-22) conj:and(showed-9, expelled-23) advmod(lays-27, when-24) det(female-26, the-25) nsubj(lays-27, female-26) advcl(expelled-23, lays-27) nmod:poss(eggs-29, her-28) dobj(lays-27, eggs-29)  ",fly,18,"compound(larvae-19, fly-18) ",the ovaries of the female fly larvae and are later expelled,NN,[],,,,,[],[],[],[],[],[],['larvae'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"That same process , "" says Purcell , "" probably occurs with the fly that inhabits melaleuca galls .","That/DT same/JJ process/NN ,/, ''/'' says/VBZ Purcell/NNP ,/, ''/'' probably/RB occurs/VBZ with/IN the/DT fly/NN that/WDT inhabits/VBZ melaleuca/NN galls/NNS ./."," det(process-3, That-1) amod(process-3, same-2) nsubj(occurs-11, process-3) acl:relcl(process-3, says-6) dobj(says-6, Purcell-7) advmod(occurs-11, probably-10) root(ROOT-0, occurs-11) case(fly-14, with-12) det(fly-14, the-13) nmod:with(occurs-11, fly-14) nsubj(inhabits-16, fly-14) ref(fly-14, that-15) acl:relcl(fly-14, inhabits-16) compound(galls-18, melaleuca-17) dobj(inhabits-16, galls-18)  ",fly,14,"case(fly-14, with-12) det(fly-14, the-13) ref(fly-14, that-15) acl:relcl(fly-14, inhabits-16) nmod:with(occurs-11, fly-14) nsubj(inhabits-16, fly-14) ",""" probably occurs with the fly that inhabits melaleuca galls .",NN,[],inhabits,VBZ,subject,[],"[('with', 'occurs')]",['with'],['occurs'],[],['the'],[],[],[],[],[],[],['with'],[],[],[],[],,,singular,singular,,unknown,unknown
"<p> "" We 're trying to determine if the nematode causes galls or , alternatively , whether galls form in response to some chemical released by the female fly when she lays her eggs .","<p>/NN ''/'' We/PRP 're/VBP trying/VBG to/TO determine/VB if/IN the/DT nematode/NN causes/VBZ galls/NNS or/CC ,/, alternatively/RB ,/, whether/IN galls/JJ form/NN in/IN response/NN to/TO some/DT chemical/NN released/VBN by/IN the/DT female/JJ fly/NN when/WRB she/PRP lays/VBZ her/PRP$ eggs/NNS ./."," dep(trying-5, <p>-1) nsubj(trying-5, We-3) nsubj(determine-7, We-3) aux(trying-5, 're-4) root(ROOT-0, trying-5) mark(determine-7, to-6) xcomp(trying-5, determine-7) mark(causes-11, if-8) det(nematode-10, the-9) nsubj(causes-11, nematode-10) advcl(determine-7, causes-11) dobj(causes-11, galls-12) cc(form-19, or-13) dep(form-19, alternatively-15) amod(form-19, whether-17) amod(form-19, galls-18) dep(causes-11, form-19) case(response-21, in-20) nmod:in(form-19, response-21) case(chemical-24, to-22) det(chemical-24, some-23) nmod:to(causes-11, chemical-24) acl(chemical-24, released-25) case(fly-29, by-26) det(fly-29, the-27) amod(fly-29, female-28) nmod:by(released-25, fly-29) advmod(lays-32, when-30) nsubj(lays-32, she-31) acl:relcl(fly-29, lays-32) nmod:poss(eggs-34, her-33) dobj(lays-32, eggs-34)  ",fly,29,"case(fly-29, by-26) det(fly-29, the-27) amod(fly-29, female-28) acl:relcl(fly-29, lays-32) nmod:by(released-25, fly-29) ",chemical released by the female fly when she lays her eggs,NN,[],,,,,"[('by', 'released')]",['by'],['released'],[],['the'],[],[],['female'],[],[],[],['by'],[],[],[],[],,,singular,,,unknown,unknown
"He set up six composters and filled each with a mix of animal bedding , paper bags , ground up food residuals from the university 's Somat pulper , coffee grounds and fruit fly agar .","He/PRP set/VBD up/RP six/CD composters/NNS and/CC filled/VBD each/DT with/IN a/DT mix/NN of/IN animal/NN bedding/NN ,/, paper/NN bags/NNS ,/, ground/VB up/RP food/NN residuals/NNS from/IN the/DT university/NN 's/POS Somat/JJ pulper/NN ,/, coffee/NN grounds/NNS and/CC fruit/NN fly/NN agar/NN ./."," nsubj(set-2, He-1) nsubj(filled-7, He-1) root(ROOT-0, set-2) compound:prt(set-2, up-3) nummod(composters-5, six-4) dobj(set-2, composters-5) cc(set-2, and-6) conj:and(set-2, filled-7) dobj(filled-7, each-8) case(mix-11, with-9) det(mix-11, a-10) nmod:with(each-8, mix-11) case(bedding-14, of-12) compound(bedding-14, animal-13) nmod:of(mix-11, bedding-14) compound(bags-17, paper-16) appos(bedding-14, bags-17) dep(filled-7, ground-19) compound:prt(ground-19, up-20) compound(residuals-22, food-21) dobj(ground-19, residuals-22) case(grounds-31, from-23) det(university-25, the-24) nmod:poss(grounds-31, university-25) case(university-25, 's-26) amod(grounds-31, Somat-27) compound(grounds-31, pulper-28) dep(grounds-31, coffee-30) nmod:from(ground-19, grounds-31) cc(grounds-31, and-32) compound(agar-35, fruit-33) compound(agar-35, fly-34) nmod:from(ground-19, agar-35) conj:and(grounds-31, agar-35)  ",fly,34,"compound(agar-35, fly-34) ",", coffee grounds and fruit fly agar .",NN,[],,,,,[],[],[],[],[],[],['agar'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"Our previous experience on metal contaminated sites indicates that the application of highiron ( Fe ) biosolids , in combination with a high-calcium carbonate material such as wood or fly ash , is able to restore and sustain a vegetative cover .","Our/PRP$ previous/JJ experience/NN on/IN metal/NN contaminated/VBN sites/NNS indicates/VBZ that/IN the/DT application/NN of/IN highiron/JJ -LRB-/-LRB- Fe/NNP -RRB-/-RRB- biosolids/NNS ,/, in/IN combination/NN with/IN a/DT high-calcium/JJ carbonate/NN material/NN such/JJ as/IN wood/NN or/CC fly/NN ash/NNS ,/, is/VBZ able/JJ to/TO restore/VB and/CC sustain/VB a/DT vegetative/JJ cover/NN ./."," nmod:poss(experience-3, Our-1) amod(experience-3, previous-2) nsubj(indicates-8, experience-3) case(sites-7, on-4) dep(contaminated-6, metal-5) amod(sites-7, contaminated-6) nmod:on(experience-3, sites-7) root(ROOT-0, indicates-8) mark(able-34, that-9) det(application-11, the-10) nsubj(able-34, application-11) nsubj(restore-36, application-11) nsubj(sustain-38, application-11) case(biosolids-17, of-12) amod(biosolids-17, highiron-13) appos(biosolids-17, Fe-15) nmod:of(application-11, biosolids-17) case(combination-20, in-19) nmod:in(able-34, combination-20) case(material-25, with-21) det(material-25, a-22) amod(material-25, high-calcium-23) compound(material-25, carbonate-24) nmod:with(combination-20, material-25) case(ash-31, such-26) mwe(such-26, as-27) compound(ash-31, wood-28) cc(wood-28, or-29) conj:or(wood-28, fly-30) compound(ash-31, fly-30) nmod:such_as(material-25, ash-31) cop(able-34, is-33) ccomp(indicates-8, able-34) mark(restore-36, to-35) xcomp(able-34, restore-36) cc(restore-36, and-37) xcomp(able-34, sustain-38) conj:and(restore-36, sustain-38) det(cover-41, a-39) amod(cover-41, vegetative-40) dobj(restore-36, cover-41)  ",fly,30,"conj:or(wood-28, fly-30) compound(ash-31, fly-30) ","material such as wood or fly ash , is able to",NN,[],,,,,[],[],[],[],[],"[('or', 'wood')]",['ash'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
( Certain grades of fly ash have been used in concrete . ),-LRB-/-LRB- Certain/JJ grades/NNS of/IN fly/NN ash/NNS have/VBP been/VBN used/VBN in/IN concrete/NN ./. -RRB-/-RRB-," amod(grades-3, Certain-2) nsubjpass(used-9, grades-3) case(ash-6, of-4) compound(ash-6, fly-5) nmod:of(grades-3, ash-6) aux(used-9, have-7) auxpass(used-9, been-8) root(ROOT-0, used-9) case(concrete-11, in-10) nmod:in(used-9, concrete-11)  ",fly,5,"compound(ash-6, fly-5) ",( Certain grades of fly ash have been used in,NN,[],,,,,[],[],[],[],[],[],['ash'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"The defective PU is fenced "" on the fly , "" and the remaining system , including all L2 caches , continues with processing , thus enhancing availability to the user .","The/DT defective/JJ PU/NN is/VBZ fenced/VBN ''/'' on/IN the/DT fly/NN ,/, ''/'' and/CC the/DT remaining/VBG system/NN ,/, including/VBG all/DT L2/CD caches/NNS ,/, continues/VBZ with/IN processing/VBG ,/, thus/RB enhancing/VBG availability/NN to/TO the/DT user/NN ./."," det(PU-3, The-1) amod(PU-3, defective-2) nsubjpass(fenced-5, PU-3) auxpass(fenced-5, is-4) root(ROOT-0, fenced-5) case(fly-9, on-7) det(fly-9, the-8) nmod:on(fenced-5, fly-9) cc(fenced-5, and-12) det(system-15, the-13) amod(system-15, remaining-14) nsubj(continues-22, system-15) case(caches-20, including-17) det(caches-20, all-18) nummod(caches-20, L2-19) nmod:including(system-15, caches-20) conj:and(fenced-5, continues-22) mark(processing-24, with-23) advcl(continues-22, processing-24) advmod(processing-24, thus-26) advcl(processing-24, enhancing-27) dobj(enhancing-27, availability-28) case(user-31, to-29) det(user-31, the-30) nmod:to(enhancing-27, user-31)  ",fly,9,"case(fly-9, on-7) det(fly-9, the-8) nmod:on(fenced-5, fly-9) ","is fenced "" on the fly , "" and the remaining",NN,[],,,,,"[('on', 'fenced')]",['on'],['fenced'],[],['the'],[],[],[],[],[],[],['on'],[],[],[],[],,,singular,,,unknown,unknown
<p> Redundancy setting per DRAM module on the fly .,<p>/NNP Redundancy/NNP setting/VBG per/IN DRAM/NNP module/VBP on/IN the/DT fly/NN ./.," compound(Redundancy-2, <p>-1) nsubj(module-6, Redundancy-2) acl(Redundancy-2, setting-3) case(DRAM-5, per-4) nmod:per(setting-3, DRAM-5) root(ROOT-0, module-6) case(fly-9, on-7) det(fly-9, the-8) nmod:on(module-6, fly-9)  ",fly,9,"case(fly-9, on-7) det(fly-9, the-8) nmod:on(module-6, fly-9) ",per DRAM module on the fly .,NN,[],,,,,"[('on', 'module')]",['on'],['module'],[],['the'],[],[],[],[],[],[],['on'],[],[],[],[],,,singular,,,unknown,unknown
