sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
Navajo testimony is replete with parental teachings about the value of sheep .,Navajo/NNP testimony/NN is/VBZ replete/JJ with/IN parental/JJ teachings/NNS about/IN the/DT value/NN of/IN sheep/NN ./.," compound(testimony-2, Navajo-1) nsubj(replete-4, testimony-2) cop(replete-4, is-3) root(ROOT-0, replete-4) case(teachings-7, with-5) amod(teachings-7, parental-6) nmod:with(replete-4, teachings-7) case(value-10, about-8) det(value-10, the-9) nmod:about(teachings-7, value-10) case(sheep-12, of-11) nmod:of(value-10, sheep-12)  ",sheep,12,"case(sheep-12, of-11) nmod:of(value-10, sheep-12) ",teachings about the value of sheep .,NN,[],,,,,"[('of', 'value')]",['of'],['value'],[],[],[],[],[],[],[],[],['of'],[],[],[],[],,,singular,,,unknown,unknown
"Therefore , learn to take care of the sheep , for it will be your mother and father and support you .","Therefore/RB ,/, learn/VB to/TO take/VB care/NN of/IN the/DT sheep/NN ,/, for/IN it/PRP will/MD be/VB your/PRP$ mother/NN and/CC father/NN and/CC support/VB you/PRP ./."," advmod(learn-3, Therefore-1) root(ROOT-0, learn-3) mark(take-5, to-4) xcomp(learn-3, take-5) dobj(take-5, care-6) case(sheep-9, of-7) det(sheep-9, the-8) nmod:of(care-6, sheep-9) mark(mother-16, for-11) nsubj(mother-16, it-12) aux(mother-16, will-13) cop(mother-16, be-14) nmod:poss(mother-16, your-15) advcl(take-5, mother-16) cc(mother-16, and-17) advcl(take-5, father-18) conj:and(mother-16, father-18) cc(learn-3, and-19) conj:and(learn-3, support-20) dobj(support-20, you-21)  ",sheep,9,"case(sheep-9, of-7) det(sheep-9, the-8) nmod:of(care-6, sheep-9) ","to take care of the sheep , for it will be",NN,[],,,,,"[('of', 'care')]",['of'],['care'],[],['the'],[],[],[],[],[],[],['of'],[],[],[],[],,,singular,,,unknown,unknown
"14 <p> After a baby was born , the mother buried a child 's umbilical cord in the sheep or horse corral so that these animals would think well of the child , provide easily the products of the flock , and encourage the child 's interests and heart to always return to home and the livestock .","14/CD <p>/NN After/IN a/DT baby/NN was/VBD born/VBN ,/, the/DT mother/NN buried/VBD a/DT child/NN 's/POS umbilical/JJ cord/NN in/IN the/DT sheep/NN or/CC horse/NN corral/NN so/RB that/IN these/DT animals/NNS would/MD think/VB well/RB of/IN the/DT child/NN ,/, provide/VB easily/RB the/DT products/NNS of/IN the/DT flock/NN ,/, and/CC encourage/VB the/DT child/NN 's/POS interests/NNS and/CC heart/NN to/TO always/RB return/VB to/TO home/NN and/CC the/DT livestock/NN ./."," nummod(<p>-2, 14-1) dep(born-7, <p>-2) mark(born-7, After-3) det(baby-5, a-4) nsubjpass(born-7, baby-5) auxpass(born-7, was-6) advcl(buried-11, born-7) det(mother-10, the-9) nsubj(buried-11, mother-10) root(ROOT-0, buried-11) det(child-13, a-12) nmod:poss(cord-16, child-13) case(child-13, 's-14) amod(cord-16, umbilical-15) dobj(buried-11, cord-16) case(corral-22, in-17) det(corral-22, the-18) compound(corral-22, sheep-19) cc(sheep-19, or-20) conj:or(sheep-19, horse-21) compound(corral-22, horse-21) nmod:in(buried-11, corral-22) mark(think-28, so-23) mwe(so-23, that-24) det(animals-26, these-25) nsubj(think-28, animals-26) nsubj(provide-34, animals-26) nsubj(encourage-43, animals-26) aux(think-28, would-27) advcl(buried-11, think-28) advmod(think-28, well-29) case(child-32, of-30) det(child-32, the-31) nmod:of(think-28, child-32) advcl(buried-11, provide-34) conj:and(think-28, provide-34) advmod(provide-34, easily-35) det(products-37, the-36) dobj(provide-34, products-37) case(flock-40, of-38) det(flock-40, the-39) nmod:of(products-37, flock-40) cc(think-28, and-42) advcl(buried-11, encourage-43) conj:and(think-28, encourage-43) det(child-45, the-44) nmod:poss(interests-47, child-45) case(child-45, 's-46) dobj(encourage-43, interests-47) nsubj(return-52, interests-47) cc(interests-47, and-48) dobj(encourage-43, heart-49) conj:and(interests-47, heart-49) nsubj(return-52, heart-49) mark(return-52, to-50) advmod(return-52, always-51) xcomp(encourage-43, return-52) case(home-54, to-53) nmod:to(return-52, home-54) cc(home-54, and-55) det(livestock-57, the-56) nmod:to(return-52, livestock-57) conj:and(home-54, livestock-57)  ",sheep,19,"cc(sheep-19, or-20) conj:or(sheep-19, horse-21) compound(corral-22, sheep-19) ",'s umbilical cord in the sheep or horse corral so that,NN,[],,,,,[],[],[],[],[],"[('or', 'horse')]",['corral'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"<p> Susie L. Yazzie remembers being carried piggy-back after the sheep , then later walking with them while holding her aunt 's hand .","<p>/NNP Susie/NNP L./NNP Yazzie/NNP remembers/VBZ being/VBG carried/VBN piggy-back/JJ after/IN the/DT sheep/NN ,/, then/RB later/RB walking/VBG with/IN them/PRP while/IN holding/VBG her/PRP$ aunt/NN 's/POS hand/NN ./."," compound(Yazzie-4, <p>-1) compound(Yazzie-4, Susie-2) compound(Yazzie-4, L.-3) nsubj(remembers-5, Yazzie-4) root(ROOT-0, remembers-5) auxpass(carried-7, being-6) ccomp(remembers-5, carried-7) xcomp(carried-7, piggy-back-8) case(sheep-11, after-9) det(sheep-11, the-10) nmod:after(carried-7, sheep-11) advmod(later-14, then-13) advmod(carried-7, later-14) dep(carried-7, walking-15) case(them-17, with-16) nmod:with(walking-15, them-17) mark(holding-19, while-18) advcl(walking-15, holding-19) nmod:poss(aunt-21, her-20) nmod:poss(hand-23, aunt-21) case(aunt-21, 's-22) dobj(holding-19, hand-23)  ",sheep,11,"case(sheep-11, after-9) det(sheep-11, the-10) nmod:after(carried-7, sheep-11) ","being carried piggy-back after the sheep , then later walking with",NN,[],,,,,"[('after', 'carried')]",['after'],['carried'],[],['the'],[],[],[],[],[],[],['after'],[],[],[],[],,,singular,,,unknown,unknown
"<p> Navajos , as stockmen , became intimately aware of each of their sheep and goats .","<p>/NNP Navajos/NNP ,/, as/RB stockmen/JJ ,/, became/VBD intimately/RB aware/JJ of/IN each/DT of/IN their/PRP$ sheep/NN and/CC goats/NNS ./."," compound(Navajos-2, <p>-1) nsubj(became-7, Navajos-2) advmod(stockmen-5, as-4) amod(Navajos-2, stockmen-5) root(ROOT-0, became-7) advmod(became-7, intimately-8) xcomp(became-7, aware-9) case(each-11, of-10) nmod:of(aware-9, each-11) case(sheep-14, of-12) nmod:poss(sheep-14, their-13) nmod:of(each-11, sheep-14) cc(sheep-14, and-15) nmod:of(each-11, goats-16) conj:and(sheep-14, goats-16)  ",sheep,14,"case(sheep-14, of-12) nmod:poss(sheep-14, their-13) cc(sheep-14, and-15) conj:and(sheep-14, goats-16) nmod:of(each-11, sheep-14) ",aware of each of their sheep and goats .,NN,[],,,,,"[('of', 'each')]",['of'],['each'],[],[],"[('and', 'goats')]",[],[],[],['their'],[],['of'],[],[],[],[],,,singular,,,unknown,unknown
"An evaluation of a family 's position in society derived directly , not only from numbers and quality of sheep and goats , but also from how well they were cared for .","An/DT evaluation/NN of/IN a/DT family/NN 's/POS position/NN in/IN society/NN derived/VBN directly/RB ,/, not/RB only/JJ from/IN numbers/NNS and/CC quality/NN of/IN sheep/NN and/CC goats/NNS ,/, but/CC also/RB from/IN how/WRB well/RB they/PRP were/VBD cared/VBN for/IN ./."," det(evaluation-2, An-1) nsubj(derived-10, evaluation-2) case(position-7, of-3) det(family-5, a-4) nmod:poss(position-7, family-5) case(family-5, 's-6) nmod:of(evaluation-2, position-7) case(society-9, in-8) nmod:in(position-7, society-9) root(ROOT-0, derived-10) advmod(derived-10, directly-11) neg(only-14, not-13) cc:preconj(numbers-16, only-14) case(numbers-16, from-15) nmod:from(derived-10, numbers-16) cc(numbers-16, and-17) nmod:from(derived-10, quality-18) conj:and(numbers-16, quality-18) case(sheep-20, of-19) nmod:of(numbers-16, sheep-20) cc(sheep-20, and-21) nmod:of(numbers-16, goats-22) conj:and(sheep-20, goats-22) cc(numbers-16, but-24) advmod(cared-31, also-25) mark(cared-31, from-26) advmod(well-28, how-27) advmod(cared-31, well-28) nsubjpass(cared-31, they-29) auxpass(cared-31, were-30) nmod:from(derived-10, cared-31) conj:and(numbers-16, cared-31) nmod(cared-31, for-32)  ",sheep,20,"case(sheep-20, of-19) cc(sheep-20, and-21) conj:and(sheep-20, goats-22) nmod:of(numbers-16, sheep-20) ","from numbers and quality of sheep and goats , but also",NN,[],,,,,"[('of', 'numbers')]",['of'],['numbers'],[],[],"[('and', 'goats')]",[],[],[],[],[],['of'],[],[],[],[],,,singular,,,unknown,unknown
"Losing sheep because of poor herding practices or gambling was synonymous to intolerable , profligate living.","Losing/VBG sheep/NN because/RB of/IN poor/JJ herding/JJ practices/NNS or/CC gambling/VBG was/VBD synonymous/JJ to/TO intolerable/JJ ,/, profligate/JJ living/NN ./."," amod(sheep-2, Losing-1) nsubj(synonymous-11, sheep-2) case(practices-7, because-3) mwe(because-3, of-4) amod(practices-7, poor-5) amod(practices-7, herding-6) nmod:because_of(sheep-2, practices-7) cc(sheep-2, or-8) conj:or(sheep-2, gambling-9) nsubj(synonymous-11, gambling-9) cop(synonymous-11, was-10) root(ROOT-0, synonymous-11) case(living-16, to-12) amod(profligate-15, intolerable-13) amod(living-16, profligate-15) nmod:to(synonymous-11, living-16)  ",sheep,2,"amod(sheep-2, Losing-1) nmod:because_of(sheep-2, practices-7) cc(sheep-2, or-8) conj:or(sheep-2, gambling-9) nsubj(synonymous-11, sheep-2) ",Losing sheep because of poor herding practices,NN,[],was,VBD,subject,[],"[('because_of', 'practices')]",['because_of'],[],['practices'],[],"[('or', 'gambling')]",[],['Losing'],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"20 As Richard Hobson points out in his classic study , Navaho Acquisitive Values , "" The Navahos value their sheep perhaps more than any other material object .","20/CD As/IN Richard/NNP Hobson/NNP points/VBZ out/RP in/IN his/PRP$ classic/JJ study/NN ,/, Navaho/NNP Acquisitive/NNP Values/NNP ,/, ''/'' The/DT Navahos/NNPS value/VBP their/PRP$ sheep/NN perhaps/RB more/RBR than/IN any/DT other/JJ material/NN object/NN ./."," dep(points-5, 20-1) mark(points-5, As-2) compound(Hobson-4, Richard-3) nsubj(points-5, Hobson-4) advcl(value-19, points-5) compound:prt(points-5, out-6) case(study-10, in-7) nmod:poss(study-10, his-8) amod(study-10, classic-9) nmod:in(points-5, study-10) compound(Values-14, Navaho-12) compound(Values-14, Acquisitive-13) nsubj(value-19, Values-14) det(Navahos-18, The-17) nsubj(value-19, Navahos-18) root(ROOT-0, value-19) nmod:poss(sheep-21, their-20) dobj(value-19, sheep-21) advmod(value-19, perhaps-22) advmod(value-19, more-23) case(object-28, than-24) det(object-28, any-25) amod(object-28, other-26) compound(object-28, material-27) nmod:than(more-23, object-28)  ",sheep,21,"nmod:poss(sheep-21, their-20) dobj(value-19, sheep-21) ",""" The Navahos value their sheep perhaps more than any other",NN,[],value,VBP,object,[],[],[],[],[],[],[],[],[],[],['their'],[],[],[],[],[],[],,,singular,plural,EX-PL,countable,unknown
"... An old Navaho woman reported that on pay day , her people ' do n't want to take the money , but would rather take the sheep . '",".../: An/DT old/JJ Navaho/NNP woman/RB reported/VBD that/IN on/IN pay/NN day/NN ,/, her/PRP$ people/NNS '/`` do/VBP n't/RB want/VB to/TO take/VB the/DT money/NN ,/, but/CC would/MD rather/RB take/VB the/DT sheep/NN ./. '/''"," det(Navaho-4, An-2) amod(Navaho-4, old-3) nsubj(reported-6, Navaho-4) advmod(reported-6, woman-5) root(ROOT-0, reported-6) mark(want-17, that-7) case(day-10, on-8) compound(day-10, pay-9) nmod:on(want-17, day-10) nmod:poss(people-13, her-12) nsubj(want-17, people-13) nsubj(take-19, people-13) nsubj(take-26, people-13) aux(want-17, do-15) neg(want-17, n't-16) ccomp(reported-6, want-17) mark(take-19, to-18) xcomp(want-17, take-19) det(money-21, the-20) dobj(take-19, money-21) cc(want-17, but-23) aux(take-26, would-24) advmod(take-26, rather-25) ccomp(reported-6, take-26) conj:but(want-17, take-26) det(sheep-28, the-27) dobj(take-26, sheep-28)  ",sheep,28,"det(sheep-28, the-27) dobj(take-26, sheep-28) ",but would rather take the sheep . ',NN,[],take,VB,object,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"During 1930 in the Montezuma Creek and Aneth area , 19,514 sheep and goats passed through dip vats filled with medicine to prevent scabies .","During/IN 1930/CD in/IN the/DT Montezuma/NNP Creek/NNP and/CC Aneth/JJ area/NN ,/, 19,514/CD sheep/NN and/CC goats/NNS passed/VBN through/IN dip/NN vats/NNS filled/VBN with/IN medicine/NN to/TO prevent/VB scabies/NNS ./."," case(1930-2, During-1) nmod:during(passed-15, 1930-2) case(Creek-6, in-3) det(Creek-6, the-4) compound(Creek-6, Montezuma-5) nmod:in(passed-15, Creek-6) cc(Creek-6, and-7) amod(area-9, Aneth-8) conj:and(Creek-6, area-9) nmod:in(passed-15, area-9) nummod(sheep-12, 19,514-11) nsubj(passed-15, sheep-12) cc(sheep-12, and-13) conj:and(sheep-12, goats-14) nsubj(passed-15, goats-14) root(ROOT-0, passed-15) case(vats-18, through-16) compound(vats-18, dip-17) nmod:through(passed-15, vats-18) acl(vats-18, filled-19) case(medicine-21, with-20) nmod:with(filled-19, medicine-21) mark(prevent-23, to-22) xcomp(filled-19, prevent-23) dobj(prevent-23, scabies-24)  ",sheep,12,"nummod(sheep-12, 19,514-11) cc(sheep-12, and-13) conj:and(sheep-12, goats-14) nsubj(passed-15, sheep-12) ","and Aneth area , 19,514 sheep and goats passed through dip",NN,[],passed,VBN,subject,[],[],[],[],[],[],"[('and', 'goats')]",[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"Still others probably skipped the process entirely , but if the totals from the Aneth and Oljato areas are combined , at least 63,137 sheep and goats ranged over the reservation lands of southeastern Utah.","Still/RB others/NNS probably/RB skipped/VBD the/DT process/NN entirely/RB ,/, but/CC if/IN the/DT totals/NNS from/IN the/DT Aneth/NNP and/CC Oljato/NNP areas/NNS are/VBP combined/VBN ,/, at/IN least/JJS 63,137/CD sheep/NNS and/CC goats/NNS ranged/VBD over/IN the/DT reservation/NN lands/NNS of/IN southeastern/JJ Utah/NNP ./."," advmod(skipped-4, Still-1) nsubj(skipped-4, others-2) advmod(skipped-4, probably-3) root(ROOT-0, skipped-4) det(process-6, the-5) dobj(skipped-4, process-6) advmod(skipped-4, entirely-7) cc(skipped-4, but-9) mark(combined-20, if-10) det(totals-12, the-11) nsubjpass(combined-20, totals-12) case(areas-18, from-13) det(areas-18, the-14) compound(areas-18, Aneth-15) cc(Aneth-15, and-16) conj:and(Aneth-15, Oljato-17) compound(areas-18, Oljato-17) nmod:from(totals-12, areas-18) auxpass(combined-20, are-19) advcl(ranged-28, combined-20) case(least-23, at-22) nmod:npmod(63,137-24, least-23) nummod(sheep-25, 63,137-24) nsubj(ranged-28, sheep-25) cc(sheep-25, and-26) conj:and(sheep-25, goats-27) nsubj(ranged-28, goats-27) conj:but(skipped-4, ranged-28) case(lands-32, over-29) det(lands-32, the-30) compound(lands-32, reservation-31) nmod:over(ranged-28, lands-32) case(Utah-35, of-33) amod(Utah-35, southeastern-34) nmod:of(lands-32, Utah-35)  ",sheep,25,"nummod(sheep-25, 63,137-24) cc(sheep-25, and-26) conj:and(sheep-25, goats-27) nsubj(ranged-28, sheep-25) ","combined , at least 63,137 sheep and goats ranged over the",NNS,[],ranged,VBD,subject,[],[],[],[],[],[],"[('and', 'goats')]",[],[],[],[],[],[],[],[],[],[],,,ambiguous,ambiguous,,unknown,unknown
"The annual report went on to say that "" an excessive number of goats and sheep were slaughtered for food .",The/DT annual/JJ report/NN went/VBD on/RP to/TO say/VB that/DT ''/'' an/DT excessive/JJ number/NN of/IN goats/NNS and/CC sheep/NN were/VBD slaughtered/VBN for/IN food/NN ./.," det(report-3, The-1) amod(report-3, annual-2) nsubj(went-4, report-3) nsubj(say-7, report-3) root(ROOT-0, went-4) compound:prt(went-4, on-5) mark(say-7, to-6) xcomp(went-4, say-7) dobj(say-7, that-8) det(number-12, an-10) amod(number-12, excessive-11) nsubjpass(slaughtered-18, number-12) case(goats-14, of-13) nmod:of(number-12, goats-14) cc(goats-14, and-15) nmod:of(number-12, sheep-16) conj:and(goats-14, sheep-16) auxpass(slaughtered-18, were-17) acl:relcl(that-8, slaughtered-18) case(food-20, for-19) nmod:for(slaughtered-18, food-20)  ",sheep,16,"nmod:of(number-12, sheep-16) conj:and(goats-14, sheep-16) ",excessive number of goats and sheep were slaughtered for food .,NN,[],,,,,"[('of', 'number')]",['of'],['number'],[],[],"[('and', 'goats')]",[],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"A year later , the sheep were killed , followed by horses and cattle .","A/DT year/NN later/RB ,/, the/DT sheep/NN were/VBD killed/VBN ,/, followed/VBN by/IN horses/NNS and/CC cattle/NNS ./."," det(year-2, A-1) nmod:tmod(killed-8, year-2) advmod(year-2, later-3) det(sheep-6, the-5) nsubjpass(killed-8, sheep-6) auxpass(killed-8, were-7) root(ROOT-0, killed-8) case(horses-12, followed-10) mwe(followed-10, by-11) advcl:followed_by(killed-8, horses-12) cc(horses-12, and-13) advcl:followed_by(killed-8, cattle-14) conj:and(horses-12, cattle-14)  ",sheep,6,"det(sheep-6, the-5) nsubjpass(killed-8, sheep-6) ","A year later , the sheep were killed , followed by",NN,[],killed,VBN,subject,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"27 He told of how during the 1860s , Navajos had their sheep "" gunned down , "" creating starvation for the people .","27/CD He/PRP told/VBD of/IN how/WRB during/IN the/DT 1860s/NNS ,/, Navajos/NNP had/VBD their/PRP$ sheep/NN ''/'' gunned/VBN down/RP ,/, ''/'' creating/VBG starvation/NN for/IN the/DT people/NNS ./."," root(ROOT-0, 27-1) nsubj(told-3, He-2) acl:relcl(27-1, told-3) mark(had-11, of-4) advmod(had-11, how-5) case(1860s-8, during-6) det(1860s-8, the-7) nmod:during(had-11, 1860s-8) nsubj(had-11, Navajos-10) acl(27-1, had-11) nmod:poss(sheep-13, their-12) dobj(had-11, sheep-13) acl(sheep-13, gunned-15) compound:prt(gunned-15, down-16) xcomp(gunned-15, creating-19) dobj(creating-19, starvation-20) case(people-23, for-21) det(people-23, the-22) nmod:for(creating-19, people-23)  ",sheep,13,"nmod:poss(sheep-13, their-12) acl(sheep-13, gunned-15) dobj(had-11, sheep-13) ","1860s , Navajos had their sheep "" gunned down , """,NN,[],had,VBD,object,[],[],[],[],[],[],[],[],[],[],['their'],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"28 Chee went on to say , There were no sheep left .","28/CD Chee/NN went/VBD on/RP to/TO say/VB ,/, There/EX were/VBD no/DT sheep/NN left/VBN ./."," nummod(Chee-2, 28-1) nsubj(went-3, Chee-2) nsubj(say-6, Chee-2) ccomp(were-9, went-3) compound:prt(went-3, on-4) mark(say-6, to-5) xcomp(went-3, say-6) expl(were-9, There-8) root(ROOT-0, were-9) neg(sheep-11, no-10) nsubj(were-9, sheep-11) acl(sheep-11, left-12)  ",sheep,11,"neg(sheep-11, no-10) acl(sheep-11, left-12) nsubj(were-9, sheep-11) ","say , There were no sheep left .",NN,['no'],were,VBD,subject,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,verdical
"Before that , there were quite a few sheep running around .","Before/IN that/DT ,/, there/EX were/VBD quite/RB a/DT few/JJ sheep/NN running/VBG around/RP ./."," case(that-2, Before-1) nmod:before(were-5, that-2) expl(were-5, there-4) root(ROOT-0, were-5) advmod(sheep-9, quite-6) det(sheep-9, a-7) amod(sheep-9, few-8) nsubj(were-5, sheep-9) acl(sheep-9, running-10) compound:prt(running-10, around-11)  ",sheep,9,"advmod(sheep-9, quite-6) det(sheep-9, a-7) amod(sheep-9, few-8) acl(sheep-9, running-10) nsubj(were-5, sheep-9) ",there were quite a few sheep running around .,NN,[],were,VBD,subject,[],[],[],[],[],['a'],[],[],['few'],[],[],[],[],['quite'],[],[],[],a,unit,singular,ambiguous,A+N,countable,unknown
"Here are your sheep , the ones we have done away with .","Here/RB are/VBP your/PRP$ sheep/NN ,/, the/DT ones/NNS we/PRP have/VBP done/VBN away/RP with/IN ./."," advmod(sheep-4, Here-1) dep(sheep-4, are-2) nmod:poss(sheep-4, your-3) root(ROOT-0, sheep-4) det(ones-7, the-6) appos(sheep-4, ones-7) nsubj(done-10, we-8) aux(done-10, have-9) acl:relcl(ones-7, done-10) compound:prt(done-10, away-11) nmod(done-10, with-12)  ",sheep,4,"advmod(sheep-4, Here-1) dep(sheep-4, are-2) nmod:poss(sheep-4, your-3) appos(sheep-4, ones-7) root(ROOT-0, sheep-4) ","Here are your sheep , the ones we have",NN,[],,,,,[],[],[],[],[],[],[],[],[],['your'],[],[],['Here'],"['modified', 'ones']",[],[],,,singular,,,unknown,unknown
There were many sheep later .,There/EX were/VBD many/JJ sheep/NN later/RB ./.," expl(were-2, There-1) root(ROOT-0, were-2) amod(sheep-4, many-3) nsubj(were-2, sheep-4) advmod(were-2, later-5)  ",sheep,4,"amod(sheep-4, many-3) nsubj(were-2, sheep-4) ",There were many sheep later .,NN,[],were,VBD,subject,[],[],[],[],[],[],[],[],['many'],[],[],[],[],[],[],[],[],many,fuzzy,singular,ambiguous,,unknown,unknown
"The sheep and goats were a nuisance and so "" they Whites started planning again . """,The/DT sheep/NN and/CC goats/NNS were/VBD a/DT nuisance/NN and/CC so/RB ''/'' they/PRP Whites/NNPS started/VBD planning/VBG again/RB ./. ''/''," det(sheep-2, The-1) nsubj(started-13, sheep-2) cc(sheep-2, and-3) conj:and(sheep-2, goats-4) nsubj(started-13, goats-4) cop(nuisance-7, were-5) det(nuisance-7, a-6) acl:relcl(sheep-2, nuisance-7) cc(nuisance-7, and-8) advmod(Whites-12, so-9) dep(Whites-12, they-11) acl:relcl(sheep-2, Whites-12) conj:and(nuisance-7, Whites-12) root(ROOT-0, started-13) xcomp(started-13, planning-14) advmod(planning-14, again-15)  ",sheep,2,"det(sheep-2, The-1) cc(sheep-2, and-3) conj:and(sheep-2, goats-4) acl:relcl(sheep-2, nuisance-7) acl:relcl(sheep-2, Whites-12) nsubj(started-13, sheep-2) ",The sheep and goats were a nuisance,NN,[],started,VBD,subject,[],[],[],[],[],['The'],"[('and', 'goats')]",[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"34 A man spat out , "" If you take my sheep , you kill me .","34/CD A/NNP man/NN spat/VBP out/RP ,/, ''/'' If/IN you/PRP take/VBP my/PRP$ sheep/NN ,/, you/PRP kill/VBP me/PRP ./."," nummod(man-3, 34-1) compound(man-3, A-2) nsubj(spat-4, man-3) ccomp(kill-15, spat-4) compound:prt(spat-4, out-5) mark(take-10, If-8) nsubj(take-10, you-9) advcl(kill-15, take-10) nmod:poss(sheep-12, my-11) dobj(take-10, sheep-12) nsubj(kill-15, you-14) root(ROOT-0, kill-15) dobj(kill-15, me-16)  ",sheep,12,"nmod:poss(sheep-12, my-11) dobj(take-10, sheep-12) ",""" If you take my sheep , you kill me .",NN,[],take,VBP,object,[],[],[],[],[],[],[],[],[],[],['my'],[],[],[],[],[],[],,,singular,plural,EX-PL,countable,unknown
"44 <p> During livestock reduction , the canyons and passes again provided protection , but this time for the flocks of sheep and goats .","44/CD <p>/NN During/IN livestock/NN reduction/NN ,/, the/DT canyons/NNS and/CC passes/NNS again/RB provided/VBD protection/NN ,/, but/CC this/DT time/NN for/IN the/DT flocks/NNS of/IN sheep/NN and/CC goats/NNS ./."," nummod(<p>-2, 44-1) nmod:during(provided-12, <p>-2) case(<p>-2, During-3) compound(reduction-5, livestock-4) dep(<p>-2, reduction-5) det(canyons-8, the-7) nsubj(provided-12, canyons-8) cc(canyons-8, and-9) conj:and(canyons-8, passes-10) nsubj(provided-12, passes-10) advmod(provided-12, again-11) root(ROOT-0, provided-12) dobj(provided-12, protection-13) cc(protection-13, but-15) det(time-17, this-16) dobj(provided-12, time-17) conj:but(protection-13, time-17) case(flocks-20, for-18) det(flocks-20, the-19) nmod:for(provided-12, flocks-20) case(sheep-22, of-21) nmod:of(flocks-20, sheep-22) cc(sheep-22, and-23) nmod:of(flocks-20, goats-24) conj:and(sheep-22, goats-24)  ",sheep,22,"case(sheep-22, of-21) cc(sheep-22, and-23) conj:and(sheep-22, goats-24) nmod:of(flocks-20, sheep-22) ",time for the flocks of sheep and goats .,NN,[],,,,,"[('of', 'flocks')]",['of'],['flocks'],[],[],"[('and', 'goats')]",[],[],[],[],[],['of'],[],[],[],[],,,singular,,,unknown,unknown
46 <p> Medicine men also performed ceremonies to protect the sheep .,46/CD <p>/NN Medicine/NN men/NNS also/RB performed/VBD ceremonies/NNS to/TO protect/VB the/DT sheep/NN ./.," nummod(men-4, 46-1) compound(men-4, <p>-2) compound(men-4, Medicine-3) nsubj(performed-6, men-4) advmod(performed-6, also-5) root(ROOT-0, performed-6) dobj(performed-6, ceremonies-7) mark(protect-9, to-8) advcl(performed-6, protect-9) det(sheep-11, the-10) dobj(protect-9, sheep-11)  ",sheep,11,"det(sheep-11, the-10) dobj(protect-9, sheep-11) ",performed ceremonies to protect the sheep .,NN,[],protect,VB,object,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
Some children were bringing home the sheep in the evening when government agents approached them .,Some/DT children/NNS were/VBD bringing/VBG home/NN the/DT sheep/NN in/IN the/DT evening/NN when/WRB government/NN agents/NNS approached/VBD them/PRP ./.," det(children-2, Some-1) nsubj(bringing-4, children-2) aux(bringing-4, were-3) root(ROOT-0, bringing-4) iobj(bringing-4, home-5) det(sheep-7, the-6) dobj(bringing-4, sheep-7) case(evening-10, in-8) det(evening-10, the-9) nmod:in(sheep-7, evening-10) advmod(approached-14, when-11) compound(agents-13, government-12) nsubj(approached-14, agents-13) acl:relcl(evening-10, approached-14) dobj(approached-14, them-15)  ",sheep,7,"det(sheep-7, the-6) nmod:in(sheep-7, evening-10) dobj(bringing-4, sheep-7) ",children were bringing home the sheep in the evening when government,NN,[],bringing,VBG,object,[],"[('in', 'evening')]",['in'],[],['evening'],['the'],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
