sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability
A second key is the basic and brutal fact that Bangladesh can not afford to produce less food .,A/DT second/JJ key/NN is/VBZ the/DT basic/JJ and/CC brutal/JJ fact/NN that/IN Bangladesh/NNP can/MD not/RB afford/VB to/TO produce/VB less/JJR food/NN ./.," det(key-3, A-1) amod(key-3, second-2) nsubj(fact-9, key-3) cop(fact-9, is-4) det(fact-9, the-5) amod(fact-9, basic-6) cc(basic-6, and-7) conj:and(basic-6, brutal-8) amod(fact-9, brutal-8) root(ROOT-0, fact-9) mark(afford-14, that-10) nsubj(afford-14, Bangladesh-11) nsubj(produce-16, Bangladesh-11) aux(afford-14, can-12) neg(afford-14, not-13) dep(fact-9, afford-14) mark(produce-16, to-15) xcomp(afford-14, produce-16) amod(food-18, less-17) dobj(produce-16, food-18)  ",key,3,"det(key-3, A-1) amod(key-3, second-2) nsubj(fact-9, key-3) ",A second key is the basic and brutal,NN,[],is,VBZ,subject,[],[],[],[],[],['A'],[],[],['second'],[],[],[],[],[],[],,,singular,singular,,unknown
"<p> For a lawyer , the keys are to study the policy closely and see how case law in the local jurisdiction defines terms such as "" onset , "" "" manifestation "" and "" occurrence , "" Ramirez says .","<p>/RB For/IN a/DT lawyer/NN ,/, the/DT keys/NNS are/VBP to/TO study/VB the/DT policy/NN closely/RB and/CC see/VB how/WRB case/NN law/NN in/IN the/DT local/JJ jurisdiction/NN defines/VBZ terms/NNS such/JJ as/IN ''/'' onset/NN ,/, ''/'' ''/'' manifestation/VBP ''/'' and/CC ''/'' occurrence/NNP ,/, ''/'' Ramirez/NNP says/VBZ ./."," advmod(lawyer-4, <p>-1) case(lawyer-4, For-2) det(lawyer-4, a-3) nmod:for(are-8, lawyer-4) det(keys-7, the-6) nsubj(are-8, keys-7) nsubj(study-10, keys-7) nsubj(see-15, keys-7) ccomp(manifestation-32, are-8) mark(study-10, to-9) xcomp(are-8, study-10) det(policy-12, the-11) dobj(study-10, policy-12) advmod(study-10, closely-13) cc(study-10, and-14) xcomp(are-8, see-15) conj:and(study-10, see-15) advmod(defines-23, how-16) compound(law-18, case-17) nsubj(defines-23, law-18) case(jurisdiction-22, in-19) det(jurisdiction-22, the-20) amod(jurisdiction-22, local-21) nmod:in(law-18, jurisdiction-22) ccomp(see-15, defines-23) dobj(defines-23, terms-24) advcl(defines-23, such-25) case(onset-28, as-26) nmod:as(defines-23, onset-28) root(ROOT-0, manifestation-32) cc(manifestation-32, and-34) conj:and(manifestation-32, occurrence-36) nsubj(says-40, Ramirez-39) parataxis(manifestation-32, says-40)  ",keys,7,"det(keys-7, the-6) nsubj(are-8, keys-7) nsubj(study-10, keys-7) nsubj(see-15, keys-7) ","For a lawyer , the keys are to study the policy",NNS,[],are,VBP,subject,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],,,plural,plural,,unknown
With just a few key strokes -- and for only a few dollars -- scam artists can send out e-mail offers to millions of Internet users all over the country .,With/IN just/RB a/DT few/JJ key/NN strokes/VBZ --/: and/CC for/IN only/RB a/DT few/JJ dollars/NNS --/: scam/NN artists/NNS can/MD send/VB out/RP e-mail/JJ offers/NNS to/TO millions/NNS of/IN Internet/NN users/NNS all/DT over/IN the/DT country/NN ./.," mark(strokes-6, With-1) advmod(key-5, just-2) det(key-5, a-3) amod(key-5, few-4) nsubj(strokes-6, key-5) csubj(send-18, strokes-6) cc(dollars-13, and-8) case(dollars-13, for-9) advmod(few-12, only-10) advmod(few-12, a-11) nummod(dollars-13, few-12) dep(strokes-6, dollars-13) compound(artists-16, scam-15) dobj(strokes-6, artists-16) aux(send-18, can-17) root(ROOT-0, send-18) compound:prt(send-18, out-19) amod(offers-21, e-mail-20) dobj(send-18, offers-21) case(millions-23, to-22) nmod:to(offers-21, millions-23) case(users-26, of-24) compound(users-26, Internet-25) nmod:of(millions-23, users-26) dep(country-30, all-27) case(country-30, over-28) det(country-30, the-29) nmod:over(send-18, country-30)  ",key,5,"advmod(key-5, just-2) det(key-5, a-3) amod(key-5, few-4) nsubj(strokes-6, key-5) ",With just a few key strokes -- and for only,NN,[],strokes,VBZ,subject,[],[],[],[],[],['a'],[],[],['few'],[],[],[],[],['just'],[],a,unit,singular,singular,A+N,countable
<p> One promising countermeasure is encryption : encoding valuable information so it 's useless except to people issued the key to decrypt it .,<p>/RB One/CD promising/JJ countermeasure/NN is/VBZ encryption/JJ :/: encoding/VBG valuable/JJ information/NN so/IN it/PRP 's/VBZ useless/JJ except/IN to/TO people/NNS issued/VBD the/DT key/NN to/TO decrypt/VB it/PRP ./.," advmod(encryption-6, <p>-1) nummod(countermeasure-4, One-2) amod(countermeasure-4, promising-3) nsubj(encryption-6, countermeasure-4) cop(encryption-6, is-5) root(ROOT-0, encryption-6) csubj(issued-18, encoding-8) amod(information-10, valuable-9) dobj(encoding-8, information-10) mark(useless-14, so-11) nsubj(useless-14, it-12) cop(useless-14, 's-13) advcl(encoding-8, useless-14) case(people-17, except-15) case(people-17, to-16) nmod:except(useless-14, people-17) parataxis(encryption-6, issued-18) det(key-20, the-19) dobj(issued-18, key-20) mark(decrypt-22, to-21) acl(key-20, decrypt-22) dobj(decrypt-22, it-23)  ",key,20,"det(key-20, the-19) acl(key-20, decrypt-22) dobj(issued-18, key-20) ",except to people issued the key to decrypt it .,NN,[],issued,VBD,object,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown
It is the key to all information .,It/PRP is/VBZ the/DT key/NN to/TO all/DT information/NN ./.," nsubj(key-4, It-1) cop(key-4, is-2) det(key-4, the-3) root(ROOT-0, key-4) case(information-7, to-5) det(information-7, all-6) nmod:to(key-4, information-7)  ",key,4,"nsubj(key-4, It-1) cop(key-4, is-2) det(key-4, the-3) nmod:to(key-4, information-7) root(ROOT-0, key-4) ",It is the key to all information .,NN,[],is,VBZ,object,[],"[('to', 'information')]",['to'],[],['information'],['the'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown
"This therein , just may lie the key to how educators can ultimately reach the ADHD child in a general classroom setting .","This/DT therein/NN ,/, just/RB may/MD lie/VB the/DT key/NN to/TO how/WRB educators/NNS can/MD ultimately/RB reach/VB the/DT ADHD/JJ child/NN in/IN a/DT general/JJ classroom/NN setting/NN ./."," det(therein-2, This-1) nsubj(lie-6, therein-2) advmod(lie-6, just-4) aux(lie-6, may-5) root(ROOT-0, lie-6) det(key-8, the-7) dobj(lie-6, key-8) mark(reach-14, to-9) advmod(reach-14, how-10) nsubj(reach-14, educators-11) aux(reach-14, can-12) advmod(reach-14, ultimately-13) advcl(lie-6, reach-14) det(child-17, the-15) amod(child-17, ADHD-16) dobj(reach-14, child-17) case(setting-22, in-18) det(setting-22, a-19) amod(setting-22, general-20) compound(setting-22, classroom-21) nmod:in(reach-14, setting-22)  ",key,8,"det(key-8, the-7) dobj(lie-6, key-8) ",", just may lie the key to how educators can ultimately",NN,[],lie,VB,object,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown
This last assumption provides a key for determining the overall value of any particular outcome : Does it have social viability ?,This/DT last/JJ assumption/NN provides/VBZ a/DT key/NN for/IN determining/VBG the/DT overall/JJ value/NN of/IN any/DT particular/JJ outcome/NN :/: Does/VBZ it/PRP have/VB social/JJ viability/NN ?/.," det(assumption-3, This-1) amod(assumption-3, last-2) nsubj(provides-4, assumption-3) root(ROOT-0, provides-4) det(key-6, a-5) dobj(provides-4, key-6) mark(determining-8, for-7) advcl(provides-4, determining-8) det(value-11, the-9) amod(value-11, overall-10) dobj(determining-8, value-11) case(outcome-15, of-12) det(outcome-15, any-13) amod(outcome-15, particular-14) nmod:of(value-11, outcome-15) aux(have-19, Does-17) nsubj(have-19, it-18) dep(outcome-15, have-19) amod(viability-21, social-20) dobj(have-19, viability-21)  ",key,6,"det(key-6, a-5) dobj(provides-4, key-6) ",This last assumption provides a key for determining the overall value,NN,[],provides,VBZ,object,[],[],[],[],[],['a'],[],[],[],[],[],[],[],[],[],a,unit,singular,singular,A+N,countable
"<p> Inventories were scored according to the key provided by the authors of the original instrument ( Wolfgang end Glickman , 1986 , p. 12 ) .","<p>/NN Inventories/NNS were/VBD scored/VBN according/VBG to/TO the/DT key/NN provided/VBN by/IN the/DT authors/NNS of/IN the/DT original/JJ instrument/NN -LRB-/-LRB- Wolfgang/NNP end/NN Glickman/NNP ,/, 1986/CD ,/, p./NN 12/CD -RRB-/-RRB- ./."," compound(Inventories-2, <p>-1) nsubjpass(scored-4, Inventories-2) auxpass(scored-4, were-3) root(ROOT-0, scored-4) case(key-8, according-5) mwe(according-5, to-6) det(key-8, the-7) nmod:according_to(scored-4, key-8) acl(key-8, provided-9) case(authors-12, by-10) det(authors-12, the-11) nmod:by(provided-9, authors-12) case(instrument-16, of-13) det(instrument-16, the-14) amod(instrument-16, original-15) nmod:of(authors-12, instrument-16) compound(Glickman-20, Wolfgang-18) compound(Glickman-20, end-19) dep(instrument-16, Glickman-20) amod(Glickman-20, 1986-22) appos(Glickman-20, p.-24) nummod(p.-24, 12-25)  ",key,8,"case(key-8, according-5) det(key-8, the-7) acl(key-8, provided-9) nmod:according_to(scored-4, key-8) ",were scored according to the key provided by the authors of,NN,[],,,,,"[('according_to', 'scored')]",['according_to'],['scored'],[],['the'],[],[],[],[],[],[],['according'],[],[],,,singular,,,unknown
"This approach is grounded in the assumption that interrelationships between individuals and their environment are the keys to understanding behavior , and considers it the role of the teacher to interact continually so they can together arrive at solutions to behavior problems .","This/DT approach/NN is/VBZ grounded/VBN in/IN the/DT assumption/NN that/IN interrelationships/NNS between/IN individuals/NNS and/CC their/PRP$ environment/NN are/VBP the/DT keys/NNS to/TO understanding/NN behavior/NN ,/, and/CC considers/VBZ it/PRP the/DT role/NN of/IN the/DT teacher/NN to/TO interact/VB continually/RB so/IN they/PRP can/MD together/RB arrive/VB at/IN solutions/NNS to/TO behavior/NN problems/NNS ./."," det(approach-2, This-1) nsubjpass(grounded-4, approach-2) auxpass(grounded-4, is-3) root(ROOT-0, grounded-4) case(assumption-7, in-5) det(assumption-7, the-6) nmod:in(grounded-4, assumption-7) mark(keys-17, that-8) nsubj(keys-17, interrelationships-9) nsubj(considers-23, interrelationships-9) case(individuals-11, between-10) nmod:between(interrelationships-9, individuals-11) cc(individuals-11, and-12) nmod:poss(environment-14, their-13) nmod:between(interrelationships-9, environment-14) conj:and(individuals-11, environment-14) cop(keys-17, are-15) det(keys-17, the-16) ccomp(grounded-4, keys-17) case(behavior-20, to-18) compound(behavior-20, understanding-19) nmod:to(keys-17, behavior-20) cc(keys-17, and-22) ccomp(grounded-4, considers-23) conj:and(keys-17, considers-23) nsubj(role-26, it-24) det(role-26, the-25) xcomp(considers-23, role-26) case(teacher-29, of-27) det(teacher-29, the-28) nmod:of(role-26, teacher-29) mark(interact-31, to-30) acl(teacher-29, interact-31) advmod(interact-31, continually-32) mark(arrive-37, so-33) nsubj(arrive-37, they-34) aux(arrive-37, can-35) advmod(arrive-37, together-36) advcl(interact-31, arrive-37) case(solutions-39, at-38) nmod:at(arrive-37, solutions-39) case(problems-42, to-40) compound(problems-42, behavior-41) nmod:to(arrive-37, problems-42)  ",keys,17,"mark(keys-17, that-8) nsubj(keys-17, interrelationships-9) cop(keys-17, are-15) det(keys-17, the-16) nmod:to(keys-17, behavior-20) cc(keys-17, and-22) conj:and(keys-17, considers-23) ccomp(grounded-4, keys-17) ","and their environment are the keys to understanding behavior , and",NNS,[],are,VBP,object,[],"[('to', 'behavior')]",['to'],[],['behavior'],['the'],"[('and', 'considers')]",[],[],[],[],[],[],[],[],,,plural,plural,,unknown
One key to success for any survey is a high rate of response .,One/CD key/NN to/TO success/NN for/IN any/DT survey/NN is/VBZ a/DT high/JJ rate/NN of/IN response/NN ./.," nummod(key-2, One-1) nsubj(rate-11, key-2) case(success-4, to-3) nmod:to(key-2, success-4) case(survey-7, for-5) det(survey-7, any-6) nmod:for(success-4, survey-7) cop(rate-11, is-8) det(rate-11, a-9) amod(rate-11, high-10) root(ROOT-0, rate-11) case(response-13, of-12) nmod:of(rate-11, response-13)  ",key,2,"nummod(key-2, One-1) nmod:to(key-2, success-4) nsubj(rate-11, key-2) ",One key to success for any survey,NN,[],is,VBZ,subject,[],"[('to', 'success')]",['to'],[],['success'],[],[],[],[],[],[],['One'],[],[],[],One,other,singular,singular,O-DEN,countable
Have them press the keys on the keyboard to see where it leads and use the mouse in order to become familiar with the fine motor skills involved in pointing and clicking .,Have/VB them/PRP press/VB the/DT keys/NNS on/IN the/DT keyboard/NN to/TO see/VB where/WRB it/PRP leads/VBZ and/CC use/VB the/DT mouse/NN in/IN order/NN to/TO become/VB familiar/JJ with/IN the/DT fine/JJ motor/NN skills/NNS involved/VBN in/IN pointing/VBG and/CC clicking/VBG ./.," root(ROOT-0, Have-1) nsubj(press-3, them-2) nsubj(use-15, them-2) ccomp(Have-1, press-3) det(keys-5, the-4) dobj(press-3, keys-5) case(keyboard-8, on-6) det(keyboard-8, the-7) nmod:on(press-3, keyboard-8) mark(see-10, to-9) acl(keyboard-8, see-10) advmod(leads-13, where-11) nsubj(leads-13, it-12) advcl(see-10, leads-13) cc(press-3, and-14) ccomp(Have-1, use-15) conj:and(press-3, use-15) det(mouse-17, the-16) dobj(use-15, mouse-17) mark(become-21, in-18) mwe(in-18, order-19) mark(become-21, to-20) advcl(use-15, become-21) xcomp(become-21, familiar-22) case(skills-27, with-23) det(skills-27, the-24) amod(skills-27, fine-25) compound(skills-27, motor-26) nmod:with(become-21, skills-27) acl(skills-27, involved-28) mark(pointing-30, in-29) advcl(involved-28, pointing-30) cc(pointing-30, and-31) advcl(involved-28, clicking-32) conj:and(pointing-30, clicking-32)  ",keys,5,"det(keys-5, the-4) dobj(press-3, keys-5) ",Have them press the keys on the keyboard to see,NNS,[],press,VB,object,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],,,plural,ambiguous,,unknown
The key is to ensure that information is collected regularly and addresses in specifics the president 's behavioral effectiveness as perceived by staff and faculty .,The/DT key/NN is/VBZ to/TO ensure/VB that/IN information/NN is/VBZ collected/VBN regularly/RB and/CC addresses/VBZ in/IN specifics/NNS the/DT president/NN 's/POS behavioral/JJ effectiveness/NN as/IN perceived/VBN by/IN staff/NN and/CC faculty/NN ./.," det(key-2, The-1) nsubj(is-3, key-2) nsubj(ensure-5, key-2) root(ROOT-0, is-3) mark(ensure-5, to-4) xcomp(is-3, ensure-5) mark(collected-9, that-6) nsubjpass(collected-9, information-7) nsubj(addresses-12, information-7) auxpass(collected-9, is-8) ccomp(ensure-5, collected-9) advmod(collected-9, regularly-10) cc(collected-9, and-11) ccomp(ensure-5, addresses-12) conj:and(collected-9, addresses-12) case(specifics-14, in-13) nmod:in(addresses-12, specifics-14) det(president-16, the-15) nmod:poss(effectiveness-19, president-16) case(president-16, 's-17) amod(effectiveness-19, behavioral-18) dobj(collected-9, effectiveness-19) mark(perceived-21, as-20) advcl(collected-9, perceived-21) case(staff-23, by-22) nmod:by(perceived-21, staff-23) cc(staff-23, and-24) nmod:by(perceived-21, faculty-25) conj:and(staff-23, faculty-25)  ",key,2,"det(key-2, The-1) nsubj(is-3, key-2) nsubj(ensure-5, key-2) ",The key is to ensure that information,NN,[],is,VBZ,subject,[],[],[],[],[],['The'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown
All studies were classified via the dichotomous key included in Appendix A.,All/DT studies/NNS were/VBD classified/VBN via/IN the/DT dichotomous/JJ key/NN included/VBN in/IN Appendix/NNP A./NNP," det(studies-2, All-1) nsubjpass(classified-4, studies-2) auxpass(classified-4, were-3) root(ROOT-0, classified-4) case(key-8, via-5) det(key-8, the-6) amod(key-8, dichotomous-7) nmod:via(classified-4, key-8) acl(key-8, included-9) case(A.-12, in-10) compound(A.-12, Appendix-11) nmod:in(included-9, A.-12)  ",key,8,"case(key-8, via-5) det(key-8, the-6) amod(key-8, dichotomous-7) acl(key-8, included-9) nmod:via(classified-4, key-8) ",were classified via the dichotomous key included in Appendix A.,NN,[],,,,,"[('via', 'classified')]",['via'],['classified'],[],['the'],[],[],['dichotomous'],[],[],[],['via'],[],[],,,singular,,,unknown
Considerations for the Syllabus <p> The key to productively integrating non-Western musics into the standard music appreciation syllabus may be to choose them for their relationship to the Western musics under consideration .,Considerations/NNS for/IN the/DT Syllabus/NNPS <p>/VBP The/DT key/NN to/TO productively/VB integrating/VBG non-Western/JJ musics/NNS into/IN the/DT standard/JJ music/NN appreciation/NN syllabus/NNS may/MD be/VB to/TO choose/VB them/PRP for/IN their/PRP$ relationship/NN to/TO the/DT Western/JJ musics/NNS under/IN consideration/NN ./.," nsubj(<p>-5, Considerations-1) case(Syllabus-4, for-2) det(Syllabus-4, the-3) nmod:for(Considerations-1, Syllabus-4) root(ROOT-0, <p>-5) det(key-7, The-6) dobj(<p>-5, key-7) nsubj(productively-9, key-7) mark(productively-9, to-8) xcomp(<p>-5, productively-9) xcomp(productively-9, integrating-10) amod(musics-12, non-Western-11) dobj(integrating-10, musics-12) case(music-16, into-13) det(music-16, the-14) amod(music-16, standard-15) nmod:into(integrating-10, music-16) compound(syllabus-18, appreciation-17) nsubj(be-20, syllabus-18) nsubj(choose-22, syllabus-18) aux(be-20, may-19) acl:relcl(music-16, be-20) mark(choose-22, to-21) xcomp(be-20, choose-22) dobj(choose-22, them-23) case(relationship-26, for-24) nmod:poss(relationship-26, their-25) nmod:for(choose-22, relationship-26) case(musics-30, to-27) det(musics-30, the-28) amod(musics-30, Western-29) nmod:to(choose-22, musics-30) case(consideration-32, under-31) nmod:under(musics-30, consideration-32)  ",key,7,"det(key-7, The-6) dobj(<p>-5, key-7) nsubj(productively-9, key-7) ",for the Syllabus <p> The key to productively integrating non-Western musics,NN,[],productively,VB,subject,[],[],[],[],[],['The'],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown
"The length and form have been specified , but the key , melody , voice pairing , melodic direction , rhythmic content , and other aspects have been left for the student to decide .","The/DT length/NN and/CC form/NN have/VBP been/VBN specified/VBN ,/, but/CC the/DT key/NN ,/, melody/NN ,/, voice/NN pairing/NN ,/, melodic/JJ direction/NN ,/, rhythmic/JJ content/NN ,/, and/CC other/JJ aspects/NNS have/VBP been/VBN left/VBN for/IN the/DT student/NN to/TO decide/VB ./."," det(length-2, The-1) nsubjpass(specified-7, length-2) cc(length-2, and-3) conj:and(length-2, form-4) nsubjpass(specified-7, form-4) aux(specified-7, have-5) auxpass(specified-7, been-6) root(ROOT-0, specified-7) cc(specified-7, but-9) det(key-11, the-10) nsubjpass(left-29, key-11) nsubj(decide-34, key-11) conj:and(key-11, melody-13) nsubjpass(left-29, melody-13) nsubj(decide-34, melody-13) compound(pairing-16, voice-15) conj:and(key-11, pairing-16) nsubjpass(left-29, pairing-16) nsubj(decide-34, pairing-16) amod(direction-19, melodic-18) conj:and(key-11, direction-19) nsubjpass(left-29, direction-19) nsubj(decide-34, direction-19) amod(content-22, rhythmic-21) conj:and(key-11, content-22) nsubjpass(left-29, content-22) nsubj(decide-34, content-22) cc(key-11, and-24) amod(aspects-26, other-25) conj:and(key-11, aspects-26) nsubjpass(left-29, aspects-26) nsubj(decide-34, aspects-26) aux(left-29, have-27) auxpass(left-29, been-28) conj:but(specified-7, left-29) case(student-32, for-30) det(student-32, the-31) nmod:for(left-29, student-32) mark(decide-34, to-33) xcomp(left-29, decide-34)  ",key,11,"det(key-11, the-10) conj:and(key-11, melody-13) conj:and(key-11, pairing-16) conj:and(key-11, direction-19) conj:and(key-11, content-22) cc(key-11, and-24) conj:and(key-11, aspects-26) nsubjpass(left-29, key-11) nsubj(decide-34, key-11) ","been specified , but the key , melody , voice pairing",NN,[],decide,VB,subject,[],[],[],[],[],['the'],"[('and', 'melody'), ('and', 'pairing'), ('and', 'direction'), ('and', 'content'), ('and', 'aspects')]",[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown
Figure 5 contains an example of notes from a blues scale in the key of B-flat .,Figure/NN 5/CD contains/VBZ an/DT example/NN of/IN notes/NNS from/IN a/DT blues/NN scale/NN in/IN the/DT key/NN of/IN B-flat/NN ./.," nsubj(contains-3, Figure-1) nummod(Figure-1, 5-2) root(ROOT-0, contains-3) det(example-5, an-4) dobj(contains-3, example-5) case(notes-7, of-6) nmod:of(example-5, notes-7) case(scale-11, from-8) det(scale-11, a-9) compound(scale-11, blues-10) nmod:from(contains-3, scale-11) case(key-14, in-12) det(key-14, the-13) nmod:in(scale-11, key-14) case(B-flat-16, of-15) nmod:of(key-14, B-flat-16)  ",key,14,"case(key-14, in-12) det(key-14, the-13) nmod:of(key-14, B-flat-16) nmod:in(scale-11, key-14) ",a blues scale in the key of B-flat .,NN,[],,,,,"[('in', 'scale')]",['in'],['scale'],[],['the'],[],[],[],[],[],[],['in'],[],[],,,singular,,,unknown
"The database can be searched by title , author , journal , subject , and key words .","The/DT database/NN can/MD be/VB searched/VBN by/IN title/NN ,/, author/NN ,/, journal/NN ,/, subject/NN ,/, and/CC key/NN words/NNS ./."," det(database-2, The-1) nsubjpass(searched-5, database-2) aux(searched-5, can-3) auxpass(searched-5, be-4) root(ROOT-0, searched-5) case(subject-13, by-6) compound(subject-13, title-7) dep(subject-13, author-9) dep(subject-13, journal-11) nmod:by(searched-5, subject-13) cc(subject-13, and-15) compound(words-17, key-16) nmod:by(searched-5, words-17) conj:and(subject-13, words-17)  ",key,16,"compound(words-17, key-16) ","journal , subject , and key words .",NN,[],,,,,[],[],[],[],[],[],['words'],[],[],[],[],[],[],[],,,singular,,,unknown
"<p> When choosing songs with countermelodies or descants , be careful to select an appropriate key so that both the original and secondary melodies fit within the students ' vocal range .","<p>/VB When/WRB choosing/VBG songs/NNS with/IN countermelodies/NNS or/CC descants/NNS ,/, be/VB careful/JJ to/TO select/VB an/DT appropriate/JJ key/NN so/RB that/RB both/PDT the/DT original/JJ and/CC secondary/JJ melodies/NNS fit/NN within/IN the/DT students/NNS '/POS vocal/JJ range/NN ./."," root(ROOT-0, <p>-1) advmod(choosing-3, When-2) advcl(<p>-1, choosing-3) dobj(choosing-3, songs-4) case(countermelodies-6, with-5) nmod:with(choosing-3, countermelodies-6) cc(countermelodies-6, or-7) nmod:with(choosing-3, descants-8) conj:or(countermelodies-6, descants-8) cop(careful-11, be-10) dep(<p>-1, careful-11) mark(select-13, to-12) xcomp(careful-11, select-13) det(key-16, an-14) amod(key-16, appropriate-15) dobj(select-13, key-16) advmod(that-18, so-17) advmod(select-13, that-18) cc:preconj(original-21, both-19) det(original-21, the-20) dobj(<p>-1, original-21) cc(original-21, and-22) amod(fit-25, secondary-23) compound(fit-25, melodies-24) dobj(<p>-1, fit-25) conj:and(original-21, fit-25) case(range-31, within-26) det(students-28, the-27) nmod:poss(range-31, students-28) case(students-28, '-29) amod(range-31, vocal-30) nmod:within(<p>-1, range-31)  ",key,16,"det(key-16, an-14) amod(key-16, appropriate-15) dobj(select-13, key-16) ",careful to select an appropriate key so that both the original,NN,[],select,VB,object,[],[],[],[],[],['an'],[],[],['appropriate'],[],[],[],[],[],[],an,unit,singular,ambiguous,A+N,countable
Following these established guidelines preserves the original key of the melody .,Following/VBG these/DT established/VBN guidelines/NNS preserves/VBZ the/DT original/JJ key/NN of/IN the/DT melody/NN ./.," csubj(preserves-5, Following-1) det(guidelines-4, these-2) amod(guidelines-4, established-3) dobj(Following-1, guidelines-4) root(ROOT-0, preserves-5) det(key-8, the-6) amod(key-8, original-7) dobj(preserves-5, key-8) case(melody-11, of-9) det(melody-11, the-10) nmod:of(key-8, melody-11)  ",key,8,"det(key-8, the-6) amod(key-8, original-7) nmod:of(key-8, melody-11) dobj(preserves-5, key-8) ",established guidelines preserves the original key of the melody .,NN,[],preserves,VBZ,object,[],"[('of', 'melody')]",['of'],[],['melody'],['the'],[],[],['original'],[],[],[],[],[],[],,,singular,singular,,unknown
"When the interval is changed from a third to a sixth , you may need to raise the key of the song to accommodate the children 's vocal range .","When/WRB the/DT interval/NN is/VBZ changed/VBN from/IN a/DT third/JJ to/TO a/DT sixth/NN ,/, you/PRP may/MD need/VB to/TO raise/VB the/DT key/NN of/IN the/DT song/NN to/TO accommodate/VB the/DT children/NNS 's/POS vocal/JJ range/NN ./."," advmod(changed-5, When-1) det(interval-3, the-2) nsubjpass(changed-5, interval-3) auxpass(changed-5, is-4) advcl(need-15, changed-5) case(third-8, from-6) det(third-8, a-7) nmod:from(changed-5, third-8) case(sixth-11, to-9) det(sixth-11, a-10) nmod:to(changed-5, sixth-11) nsubj(need-15, you-13) nsubj(raise-17, you-13) aux(need-15, may-14) root(ROOT-0, need-15) mark(raise-17, to-16) xcomp(need-15, raise-17) det(key-19, the-18) dobj(raise-17, key-19) case(song-22, of-20) det(song-22, the-21) nmod:of(key-19, song-22) mark(accommodate-24, to-23) acl(song-22, accommodate-24) det(children-26, the-25) nmod:poss(range-29, children-26) case(children-26, 's-27) amod(range-29, vocal-28) dobj(accommodate-24, range-29)  ",key,19,"det(key-19, the-18) nmod:of(key-19, song-22) dobj(raise-17, key-19) ",may need to raise the key of the song to accommodate,NN,[],raise,VB,object,[],"[('of', 'song')]",['of'],[],['song'],['the'],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown
Raising the key to A or B-flat major solves the problem .,Raising/NNP the/DT key/NN to/TO A/NN or/CC B-flat/NN major/JJ solves/VBZ the/DT problem/NN ./.," dep(key-3, Raising-1) det(key-3, the-2) dep(solves-9, key-3) case(A-5, to-4) nmod:to(key-3, A-5) cc(A-5, or-6) nmod:to(key-3, B-flat-7) conj:or(A-5, B-flat-7) nsubj(solves-9, major-8) root(ROOT-0, solves-9) det(problem-11, the-10) dobj(solves-9, problem-11)  ",key,3,"dep(key-3, Raising-1) det(key-3, the-2) nmod:to(key-3, A-5) nmod:to(key-3, B-flat-7) dep(solves-9, key-3) ",Raising the key to A or B-flat major,NN,[],,,,,"[('to', 'A')]",['to'],[],['A'],['the'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown
"It is believed that the instrument had only one row of white keys , arranged in a diatonic fashion with seven steps per octave .","It/PRP is/VBZ believed/VBN that/IN the/DT instrument/NN had/VBD only/RB one/CD row/NN of/IN white/JJ keys/NNS ,/, arranged/VBN in/IN a/DT diatonic/JJ fashion/NN with/IN seven/CD steps/NNS per/IN octave/NNP ./."," nsubjpass(believed-3, It-1) auxpass(believed-3, is-2) root(ROOT-0, believed-3) mark(had-7, that-4) det(instrument-6, the-5) nsubj(had-7, instrument-6) ccomp(believed-3, had-7) advmod(row-10, only-8) nummod(row-10, one-9) dobj(had-7, row-10) case(keys-13, of-11) amod(keys-13, white-12) nmod:of(row-10, keys-13) acl(keys-13, arranged-15) case(fashion-19, in-16) det(fashion-19, a-17) amod(fashion-19, diatonic-18) nmod:in(arranged-15, fashion-19) case(steps-22, with-20) nummod(steps-22, seven-21) nmod:with(arranged-15, steps-22) case(octave-24, per-23) nmod:per(steps-22, octave-24)  ",keys,13,"case(keys-13, of-11) amod(keys-13, white-12) acl(keys-13, arranged-15) nmod:of(row-10, keys-13) ","only one row of white keys , arranged in a diatonic",NNS,[],,,,,"[('of', 'row')]",['of'],['row'],[],[],[],[],['white'],[],[],[],['of'],[],[],,,plural,,,unknown
